mode,code,ATR_n,TPk,SLk,J_th,dJ_th,vEMA_th,TMAX,train_wins,train_losses,train_flats,train_trades,train_winrate,train_pf,train_pf_eff,train_exp_bp,train_slices_pass,train_slices_total,forward_wins,forward_losses,forward_flats,forward_trades,forward_winrate,forward_pf,forward_pf_eff,forward_exp_bp,forward_slices_pass,forward_slices_total
coarse,1321.T,1,1.5,1.0,1.0,0.02,0.05,60,4,5,0,9,0.4444444444444444,1.2,1.1984012789768186,0.11031111111111114,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,1321.T,1,1.5,1.0,1.0,0.05,0.02,60,2,3,0,5,0.4,1.0,0.9986677324806824,-0.0007999999999998009,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,1321.T,1,1.5,1.0,1.0,0.05,0.05,60,2,3,0,5,0.4,1.0,0.9986677324806824,-0.0007999999999998009,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,1321.T,1,1.5,2.0,0.6,0.02,0.02,60,5,9,1,15,0.3333333333333333,0.4166666666666667,0.3746501399440224,-0.8341333333333334,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,0.6,0.02,0.05,60,4,8,0,12,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,0.6,0.05,0.02,60,3,7,1,11,0.2727272727272727,0.32142857142857145,0.28098760495801683,-1.0462545454545453,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,0.6,0.05,0.05,60,2,6,0,8,0.25,0.25,0.2497667599626816,-1.1258,0,2,0,4,0,4,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,1.0,0.02,0.02,60,4,5,0,9,0.4444444444444444,0.6,0.5994402239104357,-0.44524444444444455,0,2,0,1,0,1,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,1.0,0.02,0.05,60,4,5,0,9,0.4444444444444444,0.6,0.5994402239104357,-0.44524444444444455,0,2,0,1,0,1,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,1.0,0.05,0.02,60,2,3,0,5,0.4,0.5,0.49953351992536327,-0.6007999999999999,0,2,0,1,0,1,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,1,1.5,2.0,1.0,0.05,0.05,60,2,3,0,5,0.4,0.5,0.49953351992536327,-0.6007999999999999,0,2,0,1,0,1,0.0,0.0,0.0,-2.0008,0,2
coarse,1321.T,3,1.2,1.0,0.6,0.02,0.02,60,3,10,1,14,0.21428571428571427,0.36,0.3267931109657729,-0.5293714285714284,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,0.6,0.02,0.05,60,0,8,0,8,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.44999999999999996,0.3994138022915002,-0.4507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,0.6,0.05,0.05,60,0,6,0,6,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,1.0,0.02,0.02,60,2,6,0,8,0.25,0.39999999999999997,0.3994138022915002,-0.4507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,1.0,0.02,0.05,60,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,1.0,0.05,0.02,60,2,4,0,6,0.3333333333333333,0.6,0.5991207034372502,-0.2674666666666667,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,0.6,0.02,0.02,60,4,9,1,14,0.2857142857142857,0.26666666666666666,0.2397441023590564,-1.0865142857142855,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,0.6,0.02,0.05,60,1,7,0,8,0.125,0.08571428571428572,0.085622893699663,-1.6008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,0.6,0.05,0.02,60,4,7,1,12,0.3333333333333333,0.34285714285714286,0.29968012794882043,-0.9341333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,0.6,0.05,0.05,60,1,5,0,6,0.16666666666666666,0.12,0.11987205117952819,-1.4674666666666667,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,1.0,0.02,0.02,60,3,5,0,8,0.375,0.36,0.35961615353858456,-0.8008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,1.0,0.02,0.05,60,1,4,0,5,0.2,0.15,0.14984006397441024,-1.3608,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,1.0,0.05,0.02,60,3,3,0,6,0.5,0.6,0.599360255897641,-0.40079999999999993,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.2,2.0,1.0,0.05,0.05,60,1,2,0,3,0.3333333333333333,0.3,0.29968012794882043,-0.9341333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,0.6,0.02,0.02,60,3,10,1,14,0.21428571428571427,0.45,0.4085458905602791,-0.46508571428571416,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,0.6,0.02,0.05,60,0,8,0,8,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.5625,0.49933386624034115,-0.3757999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,0.6,0.05,0.05,60,0,6,0,6,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,1.0,0.02,0.02,60,2,6,0,8,0.25,0.5,0.49933386624034115,-0.3757999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,1.0,0.02,0.05,60,0,5,0,5,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,1.0,0.05,0.02,60,2,4,0,6,0.3333333333333333,0.75,0.7490007993605117,-0.16746666666666665,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,0.6,0.02,0.02,60,4,9,1,14,0.2857142857142857,0.3333333333333333,0.2997201119552179,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,0.6,0.02,0.05,60,1,7,0,8,0.125,0.10714285714285714,0.10704289712686355,-1.5633,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,0.6,0.05,0.02,60,4,7,1,12,0.3333333333333333,0.42857142857142855,0.3746501399440224,-0.8341333333333334,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,0.6,0.05,0.05,60,1,5,0,6,0.16666666666666666,0.15,0.14986005597760896,-1.4174666666666667,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,1.0,0.02,0.02,60,3,5,0,8,0.375,0.45,0.4495801679328269,-0.6882999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,1.0,0.02,0.05,60,1,4,0,5,0.2,0.1875,0.18732506997201123,-1.3008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,1.0,0.05,0.02,60,3,3,0,6,0.5,0.75,0.7493002798880448,-0.2507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,3,1.5,2.0,1.0,0.05,0.05,60,1,2,0,3,0.3333333333333333,0.375,0.3746501399440224,-0.8341333333333334,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,0.6,0.02,0.02,60,3,10,1,14,0.21428571428571427,0.36,0.3267931109657729,-0.5293714285714284,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,0.6,0.02,0.05,60,3,9,1,13,0.23076923076923078,0.39999999999999997,0.3594724220623502,-0.4931076923076922,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.44999999999999996,0.3994138022915002,-0.4507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,0.6,0.05,0.05,60,3,7,1,11,0.2727272727272727,0.5142857142857142,0.44934052757793763,-0.4008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,1.0,0.02,0.02,60,2,5,0,7,0.2857142857142857,0.48,0.4792965627498002,-0.3722285714285714,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,1.0,0.02,0.05,60,2,4,0,6,0.3333333333333333,0.6,0.5991207034372502,-0.2674666666666667,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,1.0,0.05,0.02,60,2,5,0,7,0.2857142857142857,0.48,0.4792965627498002,-0.3722285714285714,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,1.0,1.0,0.05,0.05,60,2,4,0,6,0.3333333333333333,0.6,0.5991207034372502,-0.2674666666666667,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,0.6,0.02,0.02,60,4,9,1,14,0.2857142857142857,0.26666666666666666,0.2397441023590564,-1.0865142857142855,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,0.6,0.02,0.05,60,4,8,1,13,0.3076923076923077,0.3,0.2663823359545071,-1.0161846153846152,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,0.6,0.05,0.02,60,4,7,1,12,0.3333333333333333,0.34285714285714286,0.29968012794882043,-0.9341333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,0.6,0.05,0.05,60,4,6,1,11,0.36363636363636365,0.39999999999999997,0.342491574798652,-0.8371636363636362,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,1.0,0.02,0.02,60,3,4,0,7,0.42857142857142855,0.44999999999999996,0.4495201919232308,-0.6293714285714284,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,1.0,0.02,0.05,60,3,3,0,6,0.5,0.6,0.599360255897641,-0.40079999999999993,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,1.0,0.05,0.02,60,3,4,0,7,0.42857142857142855,0.44999999999999996,0.4495201919232308,-0.6293714285714284,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.2,2.0,1.0,0.05,0.05,60,3,3,0,6,0.5,0.6,0.599360255897641,-0.40079999999999993,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,0.6,0.02,0.02,60,3,10,1,14,0.21428571428571427,0.45,0.4085458905602791,-0.46508571428571416,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,0.6,0.02,0.05,60,3,9,1,13,0.23076923076923078,0.5,0.4494004796163071,-0.42387692307692293,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,0.6,0.05,0.02,60,3,8,1,12,0.25,0.5625,0.49933386624034115,-0.3757999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,0.6,0.05,0.05,60,3,7,1,11,0.2727272727272727,0.6428571428571429,0.5617505995203838,-0.31898181818181814,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,1.0,0.02,0.02,60,2,5,0,7,0.2857142857142857,0.6,0.5992006394884093,-0.2865142857142857,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,1.0,0.02,0.05,60,2,4,0,6,0.3333333333333333,0.75,0.7490007993605117,-0.16746666666666665,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,1.0,0.05,0.02,60,2,5,0,7,0.2857142857142857,0.6,0.5992006394884093,-0.2865142857142857,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,1.0,1.0,0.05,0.05,60,2,4,0,6,0.3333333333333333,0.75,0.7490007993605117,-0.16746666666666665,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,0.6,0.02,0.02,60,4,9,1,14,0.2857142857142857,0.3333333333333333,0.2997201119552179,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,0.6,0.02,0.05,60,4,8,1,13,0.3076923076923077,0.375,0.3330223466169088,-0.923876923076923,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,0.6,0.05,0.02,60,4,7,1,12,0.3333333333333333,0.42857142857142855,0.3746501399440224,-0.8341333333333334,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,0.6,0.05,0.05,60,4,6,1,11,0.36363636363636365,0.5,0.42817158850745424,-0.7280727272727271,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,1.0,0.02,0.02,60,3,4,0,7,0.42857142857142855,0.5625,0.5619752099160337,-0.5007999999999998,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,1.0,0.02,0.05,60,3,3,0,6,0.5,0.75,0.7493002798880448,-0.2507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,1.0,0.05,0.02,60,3,4,0,7,0.42857142857142855,0.5625,0.5619752099160337,-0.5007999999999998,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1321.T,5,1.5,2.0,1.0,0.05,0.05,60,3,3,0,6,0.5,0.75,0.7493002798880448,-0.2507999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,0.6,0.02,0.02,60,3,3,1,7,0.42857142857142855,1.2,0.8986810551558754,-0.057942857142857074,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,0.6,0.02,0.05,60,3,3,1,7,0.42857142857142855,1.2,0.8986810551558754,-0.057942857142857074,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,0.6,0.05,0.02,60,1,3,1,5,0.2,0.39999999999999997,0.2995603517186251,-0.5608,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,0.6,0.05,0.05,60,1,3,1,5,0.2,0.39999999999999997,0.2995603517186251,-0.5608,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,1.0,0.02,0.02,60,2,3,0,5,0.4,0.7999999999999999,0.7988276045830005,-0.12079999999999985,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,1.0,0.02,0.05,60,2,3,0,5,0.4,0.7999999999999999,0.7988276045830005,-0.12079999999999985,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,1.0,0.05,0.02,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,0.6,0.02,0.02,60,5,1,1,7,0.7142857142857143,3.0,1.4984006397441028,0.2849142857142859,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,0.6,0.02,0.05,60,5,1,1,7,0.7142857142857143,3.0,1.4984006397441028,0.2849142857142859,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,0.6,0.05,0.02,60,3,1,1,5,0.6,1.7999999999999998,0.8990403838464615,-0.08079999999999998,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,0.6,0.05,0.05,60,3,1,1,5,0.6,1.7999999999999998,0.8990403838464615,-0.08079999999999998,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,1.0,0.02,0.02,60,4,1,0,5,0.8,2.4,2.3974410235905648,0.5592000000000001,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,1.0,0.02,0.05,60,4,1,0,5,0.8,2.4,2.3974410235905648,0.5592000000000001,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,1.0,0.05,0.02,60,2,1,0,3,0.6666666666666666,1.2,1.1987205117952817,0.13253333333333328,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.2,2.0,1.0,0.05,0.05,60,2,1,0,3,0.6666666666666666,1.2,1.1987205117952817,0.13253333333333328,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,0.6,0.02,0.02,60,3,3,1,7,0.42857142857142855,1.5,1.1235011990407675,0.07062857142857148,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,0.6,0.02,0.05,60,3,3,1,7,0.42857142857142855,1.5,1.1235011990407675,0.07062857142857148,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,0.6,0.05,0.02,60,1,3,1,5,0.2,0.5,0.37450039968025584,-0.5007999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,0.6,0.05,0.05,60,1,3,1,5,0.2,0.5,0.37450039968025584,-0.5007999999999999,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,1.0,0.02,0.02,60,2,3,0,5,0.4,1.0,0.9986677324806824,-0.0007999999999998009,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,1.0,0.02,0.05,60,2,3,0,5,0.4,1.0,0.9986677324806824,-0.0007999999999998009,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,1.0,0.05,0.02,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,1.0,1.0,0.05,0.05,60,0,3,0,3,0.0,0.0,0.0,-1.0008,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,0.6,0.02,0.02,60,5,1,1,7,0.7142857142857143,3.75,1.8732506997201124,0.4992000000000002,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,0.6,0.02,0.05,60,5,1,1,7,0.7142857142857143,3.75,1.8732506997201124,0.4992000000000002,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,0.6,0.05,0.02,60,3,1,1,5,0.6,2.25,1.1239504198320671,0.09919999999999995,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,0.6,0.05,0.05,60,3,1,1,5,0.6,2.25,1.1239504198320671,0.09919999999999995,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,1.0,0.02,0.02,60,4,1,0,5,0.8,3.0,2.99720111955218,0.7992000000000004,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,1.0,0.02,0.05,60,4,1,0,5,0.8,3.0,2.99720111955218,0.7992000000000004,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,1.0,0.05,0.02,60,2,1,0,3,0.6666666666666666,1.5,1.4986005597760896,0.33253333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,1,1.5,2.0,1.0,0.05,0.05,60,2,1,0,3,0.6666666666666666,1.5,1.4986005597760896,0.33253333333333335,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0,2
coarse,1357.T,3,1.2,1.0,0.6,0.02,0.02,60,5,5,1,11,0.45454545454545453,1.2,0.9985345057287505,-0.0007999999999999119,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,1357.T,3,1.2,1.0,0.6,0.02,0.05,60,4,4,0,8,0.5,1.2,1.1982414068745006,0.09920000000000007,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
coarse,1357.T,3,1.2,1.0,0.6,0.05,0.02,60,3,5,1,9,0.3333333333333333,0.72,0.5991207034372502,-0.2674666666666667,0,2,0,1,0,1,0.0,0.0,0.0,-1.0008,0,2
