code,mode,signal_mode,session,ATR_n,TPk,SLk,J_th,forward_pf_eff,forward_exp_bp,ts,date,side,pnl_bp,bars,gap_bp,gap_bucket,market_ret_5m,market_bias,vol_spike,repeat_index,j_abs,j_range,sector_code,batch_folder,batch_kind,run_path,ts_exit,win
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-09-26 00:08:00+00:00,2025-09-26,SELL,67.99989735745434,12,-40.73872895165671,<80bp,0.0,neutral,0.0,1,0.8316136765232923,0.8316136765232923,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-09-26 00:20:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-09-26 00:11:00+00:00,2025-09-26,SELL,94.930836317011,15,-40.73872895165671,<80bp,0.0,neutral,0.0,2,0.7401517435433561,0.8316136765232923,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-09-26 00:26:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-09-26 00:15:00+00:00,2025-09-26,SELL,103.1433893948491,5,-40.73872895165671,<80bp,0.0,neutral,0.0,3,0.9965931397221652,0.9965931397221652,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-09-26 00:20:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-09-29 00:29:00+00:00,2025-09-29,BUY,61.28619194786958,75,72.7069351230425,<80bp,0.0,neutral,0.5729909341845345,1,0.9206878507607144,22.98324215452294,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-09-29 01:44:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-01 00:11:00+00:00,2025-10-01,BUY,117.59275741093896,145,-28.140189306728065,<80bp,0.0,neutral,0.0,1,1.0478468899521574,40.294637170292845,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 02:36:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-01 00:21:00+00:00,2025-10-01,BUY,103.69923611126298,11,-28.140189306728065,<80bp,0.0,neutral,0.6121554013711886,2,1.7330081221304852,40.294637170292845,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:32:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-14 00:13:00+00:00,2025-10-14,SELL,134.34208294015843,57,-66.2251655629139,<80bp,3.304844056017941,neutral,0.0,1,1.0629819784239771,41.86916121423974,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-14 01:10:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:12:00+00:00,2025-10-17,BUY,67.68039346339576,32,21.903139449987837,<80bp,-4.558214296292995,neutral,0.0,1,0.960514671312808,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:44:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:19:00+00:00,2025-10-17,BUY,17.7829710762484,13,21.903139449987837,<80bp,4.106431040531433,neutral,0.3243181688777544,2,1.3551927347264154,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:32:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:22:00+00:00,2025-10-17,BUY,66.7098610188655,22,21.903139449987837,<80bp,8.071777128628721,neutral,0.8210584565851695,3,0.747589462387244,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:44:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:25:00+00:00,2025-10-17,BUY,37.8025928553509,8,21.903139449987837,<80bp,-10.835159692748064,neutral,1.1402985074626866,4,1.5866317761840167,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:33:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:27:00+00:00,2025-10-17,BUY,37.63258001331261,6,21.903139449987837,<80bp,-2.4941343698337004,neutral,0.6826840569761455,5,1.5214763784353766,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:33:00+00:00,True
5016.T,refine,j-cross,AM15,1,2.5,5.0,0.7,999.0,72.83861530694944,2025-10-17 00:29:00+00:00,2025-10-17,BUY,36.29920908362519,4,21.903139449987837,<80bp,-1.3308825909763566,neutral,0.8503611971104231,6,1.0231347599768534,21.31480467485017,50,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-17 00:33:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-01 00:18:00+00:00,2025-10-01,BUY,67.98763273669245,18,-33.97893306150187,<80bp,0.0,neutral,0.0,1,2.089380581834601,16.04859678531659,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:36:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-01 00:21:00+00:00,2025-10-01,BUY,73.99753125221628,22,-33.97893306150187,<80bp,0.0,neutral,0.8464519976147883,2,1.5046114617764017,16.04859678531659,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:43:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-03 00:09:00+00:00,2025-10-03,BUY,57.32973247822689,1,0.0,<80bp,0.0,neutral,0.0,1,2.2004572945474545,11.18532194044512,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-03 00:10:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-03 00:17:00+00:00,2025-10-03,SELL,-47.86624839061175,3,0.0,<80bp,0.0,neutral,0.0,1,1.751437031665663,11.18532194044512,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-03 00:20:00+00:00,False
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-09 00:09:00+00:00,2025-10-09,BUY,75.5363085227738,3,-27.75464890369137,<80bp,0.0,neutral,0.0,1,1.607095580839505,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-09 00:12:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-09 00:17:00+00:00,2025-10-09,SELL,-58.67462105909678,3,-27.75464890369137,<80bp,0.0,neutral,0.0,1,1.805840373157464,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-09 00:20:00+00:00,False
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-09 00:28:00+00:00,2025-10-09,SELL,112.06934496727874,37,-27.75464890369137,<80bp,0.0,neutral,0.6647588765235825,2,1.5154495212914545,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-09 01:05:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-10 00:25:00+00:00,2025-10-10,SELL,78.7781920698903,24,-19.46607341490545,<80bp,0.0,neutral,1.3219508573973722,1,1.6850388971616856,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-10 00:49:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-10 00:28:00+00:00,2025-10-10,SELL,78.37924685481688,20,-19.46607341490545,<80bp,0.0,neutral,1.3088865096359743,2,1.6402973395049252,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-10 00:48:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-10 00:30:00+00:00,2025-10-10,SELL,82.76028074240762,19,-19.46607341490545,<80bp,0.0,neutral,0.9983660130718954,3,1.5614714912293566,8.992091943386715,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-10 00:49:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-15 00:19:00+00:00,2025-10-15,SELL,123.1632613179192,51,5.901445854234288,<80bp,-0.9163484095842112,neutral,0.7759237187127532,1,1.816246749430125,1.816246749430125,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-15 01:10:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-15 00:24:00+00:00,2025-10-15,SELL,126.00534700950234,45,5.901445854234288,<80bp,11.128107553035615,neutral,0.940504994106334,2,1.7742026452497677,1.8837607721410448,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-15 01:09:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-15 00:28:00+00:00,2025-10-15,SELL,105.496866768666,41,5.901445854234288,<80bp,12.741675673213493,neutral,0.6252972972972973,3,1.8744783826443987,1.8837607721410448,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-15 01:09:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-16 00:15:00+00:00,2025-10-16,SELL,76.95096146958443,22,-63.2183908045977,<80bp,8.243803028282759,neutral,0.0,1,1.637161587250067,6.973581566803869,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-16 00:37:00+00:00,True
6857.T,refine,j-cross,AM15,10,3.0,1.5,1.5,10.699632385181214,68.89381784398377,2025-10-16 00:17:00+00:00,2025-10-16,SELL,81.49343091949017,20,-63.2183908045977,<80bp,12.355894338391682,neutral,0.0,2,1.5255654174458593,6.973581566803869,68,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-16 00:37:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-01 00:10:00+00:00,2025-10-01,BUY,25.06048841454706,31,-36.018957345971565,<80bp,0.0,neutral,0.0,1,1.1893413775766557,20.760333923602595,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:41:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-01 00:14:00+00:00,2025-10-01,BUY,9.460160109605244,2,-36.018957345971565,<80bp,0.0,neutral,0.0,2,1.1755418260272967,20.760333923602595,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:16:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-01 00:18:00+00:00,2025-10-01,BUY,28.73116921319624,15,-36.018957345971565,<80bp,0.0,neutral,0.0,3,1.492519890639879,20.760333923602595,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:33:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-01 00:28:00+00:00,2025-10-01,BUY,9.73354818538824,2,-36.018957345971565,<80bp,0.0,neutral,0.7427884615384616,4,1.2456430288461786,20.760333923602595,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-01 00:30:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-10 00:16:00+00:00,2025-10-10,SELL,42.15422821866956,7,-65.56825823806321,<80bp,0.0,neutral,0.0,1,1.5337390711478291,56.576690211907405,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-10 00:23:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-21 00:16:00+00:00,2025-10-21,SELL,8.393481123831307,12,9.572431397574984,<80bp,25.917344012313936,up,0.0,1,1.24646408839777,1.24646408839777,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-21 00:28:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-21 00:18:00+00:00,2025-10-21,SELL,19.594730538922597,3,9.572431397574984,<80bp,14.296021963480232,neutral,0.0,2,1.6194610778442893,1.6194610778442893,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-21 00:21:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-21 00:22:00+00:00,2025-10-21,SELL,5.470321559856432,2,9.572431397574984,<80bp,1.5207574332820606,neutral,0.5059225055209797,3,1.435655490865247,2.0194535519125565,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-21 00:24:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-22 00:25:00+00:00,2025-10-22,SELL,4.616900647606471,2,-42.13938411669368,<80bp,2.4145087559857004,neutral,0.4754735308402136,1,3.024040796503201,15.836827328029903,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-22 00:27:00+00:00,True
8035.T,refine,j-cross,AM15,1,1.0,5.0,1.1,999.0,15.658189918585848,2025-10-22 00:28:00+00:00,2025-10-22,SELL,3.3668711742353423,2,-42.13938411669368,<80bp,19.21648865891301,up,0.329388119696293,2,2.167857674557065,15.836827328029903,80,NIGHTLY_20251106,nightly,NIGHTLY_20251106\RUN_refine_AM0930_j-cross,2025-10-22 00:30:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-01 00:18:00+00:00,2025-10-01,BUY,46.61174568829993,17,-33.97893306150187,<80bp,0.0,neutral,0.0,1,1.8523965003677465,17.894166778094945,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-01 00:35:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-01 00:22:00+00:00,2025-10-01,BUY,53.38736216847713,13,-33.97893306150187,<80bp,0.0,neutral,0.7492142108772264,2,1.5435229926587124,17.894166778094945,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-01 00:35:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-01 00:26:00+00:00,2025-10-01,BUY,43.43326604544123,4,-33.97893306150187,<80bp,0.0,neutral,0.815068493150685,3,1.446267489221543,17.894166778094945,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-01 00:30:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-03 00:09:00+00:00,2025-10-03,BUY,49.26613142101613,1,0.0,<80bp,0.0,neutral,0.0,1,1.5548375419970342,11.210689135807703,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-03 00:10:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-03 00:17:00+00:00,2025-10-03,SELL,-71.18194312105378,3,0.0,<80bp,0.0,neutral,0.0,1,1.609276075387174,11.210689135807703,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-03 00:20:00+00:00,False
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-09 00:17:00+00:00,2025-10-09,SELL,-87.96183342080316,4,-27.75464890369137,<80bp,0.0,neutral,0.0,1,1.6647447982837014,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-09 00:21:00+00:00,False
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-09 00:28:00+00:00,2025-10-09,SELL,74.21001781956193,32,-27.75464890369137,<80bp,0.0,neutral,0.6647588765235825,2,1.4007897106713112,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-09 01:00:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-09 00:30:00+00:00,2025-10-09,SELL,64.35714029399705,12,-27.75464890369137,<80bp,0.0,neutral,0.5889084507042254,3,1.4742893520227212,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-09 00:42:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-10 00:25:00+00:00,2025-10-10,SELL,48.29895040951369,21,-19.46607341490545,<80bp,0.0,neutral,1.3219508573973722,1,1.6638163494665557,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-10 00:46:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-10 00:28:00+00:00,2025-10-10,SELL,48.0806008566326,18,-19.46607341490545,<80bp,0.0,neutral,1.3088865096359743,2,1.6160760369764973,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-10 00:46:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-10 00:30:00+00:00,2025-10-10,SELL,53.27995518605223,16,-19.46607341490545,<80bp,0.0,neutral,0.9983660130718954,3,1.468038940856042,10.657675124740187,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-10 00:46:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-15 00:15:00+00:00,2025-10-15,SELL,69.24264814964775,55,5.901445854234288,<80bp,3.310243679186531,neutral,0.0,1,1.4552743764109972,1.4552743764109972,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-15 01:10:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-15 00:19:00+00:00,2025-10-15,SELL,67.10404265340185,21,5.901445854234288,<80bp,-0.9163484095842112,neutral,0.7759237187127532,2,2.084486242381602,2.084486242381602,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-15 00:40:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-15 00:23:00+00:00,2025-10-15,SELL,71.7060631766908,17,5.901445854234288,<80bp,5.199583204724689,neutral,0.5937113469175185,3,1.5643068321584457,2.09732364399012,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-15 00:40:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-15 00:27:00+00:00,2025-10-15,SELL,55.84467123943703,13,5.901445854234288,<80bp,9.654092482576091,neutral,0.4608169608169608,4,1.5446525760451917,2.09732364399012,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-15 00:40:00+00:00,True
6857.T,refine,j-cross,AM15,5,1.9,2.2,1.4,5.01342196880179,39.91944556069823,2025-10-16 00:15:00+00:00,2025-10-16,SELL,53.03231040485931,17,-63.2183908045977,<80bp,8.243803028282759,neutral,0.0,1,1.4376497044693577,7.742911780198053,68,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-16 00:32:00+00:00,True
6526.T,refine,j-cross,AM15,5,1.8,2.9,1.45,999.0,78.39798037101876,2025-09-24 00:13:00+00:00,2025-09-24,BUY,90.01744757119128,11,23.704707077548257,<80bp,0.0,neutral,0.0,1,1.4606160638769872,1.4606160638769872,65,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-24 00:24:00+00:00,True
6526.T,refine,j-cross,AM15,5,1.8,2.9,1.45,999.0,78.39798037101876,2025-09-24 00:15:00+00:00,2025-09-24,BUY,84.70020059679636,7,23.704707077548257,<80bp,0.0,neutral,0.0,2,1.7545664104874792,1.7545664104874792,65,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-24 00:22:00+00:00,True
6526.T,refine,j-cross,AM15,5,1.8,2.9,1.45,999.0,78.39798037101876,2025-09-24 00:19:00+00:00,2025-09-24,BUY,58.2431582097546,2,23.704707077548257,<80bp,0.0,neutral,0.7605518928838442,3,1.4641652785388437,1.7911151807136685,65,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-24 00:21:00+00:00,True
6526.T,refine,j-cross,AM15,5,1.8,2.9,1.45,999.0,78.39798037101876,2025-09-24 00:25:00+00:00,2025-09-24,SELL,66.1881846526024,35,23.704707077548257,<80bp,0.0,neutral,1.6668557651396965,1,1.633015562424406,1.7911151807136685,65,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-24 01:00:00+00:00,True
6526.T,refine,j-cross,AM15,5,1.8,2.9,1.45,999.0,78.39798037101876,2025-09-24 00:30:00+00:00,2025-09-24,SELL,92.8409108247492,17,23.704707077548257,<80bp,0.0,neutral,1.5318565882621604,2,1.777063634666139,3.2686162808900368,65,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-24 00:47:00+00:00,True
285A.T,refine,j-cross,AM15,3,1.5,3.0,1.8,999.0,100.90254337891456,2025-09-29 00:11:00+00:00,2025-09-29,SELL,147.80451414977088,21,,<80bp,0.0,neutral,0.0,1,1.840691883309168,1.840691883309168,28,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-29 00:32:00+00:00,True
285A.T,refine,j-cross,AM15,3,1.5,3.0,1.8,999.0,100.90254337891456,2025-10-08 00:17:00+00:00,2025-10-08,SELL,123.72137585916364,163,-68.02721088435374,<80bp,0.0,neutral,0.0,1,2.0590306743687896,2.0590306743687896,28,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-08 03:00:00+00:00,True
285A.T,refine,j-cross,AM15,3,1.5,3.0,1.8,999.0,100.90254337891456,2025-10-08 00:19:00+00:00,2025-10-08,SELL,112.70700104301098,161,-68.02721088435374,<80bp,0.0,neutral,0.5491478296689151,2,2.0580299028262186,2.0590306743687896,28,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-08 03:00:00+00:00,True
285A.T,refine,j-cross,AM15,3,1.5,3.0,1.8,999.0,100.90254337891456,2025-10-10 00:22:00+00:00,2025-10-10,SELL,54.36195888820658,1,-16.10305958132045,<80bp,0.0,neutral,0.6374263448013685,1,1.8618027859389503,35.21044244099087,28,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-10 00:23:00+00:00,True
285A.T,refine,j-cross,AM15,3,1.5,3.0,1.8,999.0,100.90254337891456,2025-10-10 00:26:00+00:00,2025-10-10,SELL,65.91786695442082,2,-16.10305958132045,<80bp,0.0,neutral,2.090909090909091,2,2.230718501521067,35.21044244099087,28,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-10-10 00:28:00+00:00,True
5801.T,refine,j-cross,AM15,3,1.9,3.0,1.4,0.7893741599271027,-11.647256597516812,2025-09-26 00:15:00+00:00,2025-09-26,BUY,-165.8949812637289,136,56.54632448890822,<80bp,0.0,neutral,0.0,1,1.4813158510632496,1.4813158510632496,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-26 02:31:00+00:00,False
5801.T,refine,j-cross,AM15,3,1.9,3.0,1.4,0.7893741599271027,-11.647256597516812,2025-09-26 00:24:00+00:00,2025-09-26,BUY,86.88806612196102,7,56.54632448890822,<80bp,0.0,neutral,1.0124826629681,2,1.8823442553492036,1.8823442553492036,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-26 00:31:00+00:00,True
5801.T,refine,j-cross,AM15,3,1.9,3.0,1.4,0.7893741599271027,-11.647256597516812,2025-09-26 00:29:00+00:00,2025-09-26,BUY,44.06514534921745,2,56.54632448890822,<80bp,0.0,neutral,0.7059671028935046,3,1.6445473939275397,2.4007246892926184,58,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-26 00:31:00+00:00,True
5016.T,refine,j-cross,AM15,3,2.0,2.9,1.7,999.0,100.49593360080348,2025-09-26 00:16:00+00:00,2025-09-26,SELL,100.0968708120924,1,-40.73872895165671,<80bp,0.0,neutral,0.0,1,2.001692472459134,24.556084267886177,50,NIGHTLY_20251105,weekly,WEEKLY_\NIGHTLY_20251105\RUN_refine_AM0930_j-cross,2025-09-26 00:17:00+00:00,True
