ts,code,px,vwap
2025-10-07 10:15:29,8725,0.000,0.000
2025-10-07 10:15:29,9021,0.000,0.000
2025-10-07 10:15:29,7270,0.000,0.000
2025-10-07 10:15:29,7203,0.000,0.000
2025-10-07 10:15:29,6981,0.000,0.000
2025-10-07 10:15:29,9201,0.000,0.000
2025-10-07 10:15:29,6526,0.000,0.000
2025-10-07 10:15:29,7013,0.000,0.000
2025-10-07 10:15:29,9202,0.000,0.000
2025-10-07 10:15:29,3099,0.000,0.000
2025-10-07 10:15:29,2897,0.000,0.000
2025-10-07 10:15:29,1605,0.000,0.000
2025-10-07 10:15:29,7453,0.000,0.000
2025-10-07 10:15:29,6594,0.000,0.000
2025-10-07 10:15:29,7259,0.000,0.000
2025-10-07 10:15:29,4507,0.000,0.000
2025-10-07 10:15:29,4543,0.000,0.000
2025-10-07 10:15:29,4911,0.000,0.000
2025-10-07 10:15:29,9843,0.000,0.000
2025-10-07 10:15:29,5726,0.000,0.000
2025-10-07 10:15:29,6323,0.000,0.000
2025-10-07 10:15:29,1802,0.000,0.000
2025-10-07 10:15:29,5991,0.000,0.000
2025-10-07 10:15:29,6315,0.000,0.000
2025-10-07 10:15:29,2267,0.000,0.000
2025-10-07 10:15:29,9433,0.000,0.000
2025-10-07 10:15:29,6963,0.000,0.000
2025-10-07 10:15:29,2413,0.000,0.000
2025-10-07 10:15:29,8306,0.000,0.000
2025-10-07 10:15:29,6762,0.000,0.000
2025-10-07 10:15:29,7269,0.000,0.000
2025-10-07 10:15:29,6902,0.000,0.000
2025-10-07 10:15:29,5016,0.000,0.000
2025-10-07 10:15:29,4385,0.000,0.000
2025-10-07 10:15:29,9503,0.000,0.000
2025-10-07 10:15:29,3064,0.000,0.000
2025-10-07 10:15:29,2503,0.000,0.000
2025-10-07 10:15:29,9107,0.000,0.000
2025-10-07 10:15:29,9502,0.000,0.000
2025-10-07 10:15:29,1803,0.000,0.000
2025-10-07 10:15:29,6971,0.000,0.000
2025-10-07 10:15:29,3382,0.000,0.000
2025-10-07 10:15:29,6326,0.000,0.000
2025-10-07 10:15:29,7733,0.000,0.000
2025-10-07 10:15:29,7202,0.000,0.000
2025-10-07 10:15:29,6869,0.000,0.000
2025-10-07 10:15:29,4506,0.000,0.000
2025-10-07 10:15:29,8267,0.000,0.000
2025-10-07 10:15:29,6723,0.000,0.000
2025-10-07 10:15:29,5411,0.000,0.000
2025-10-07 10:15:29,7731,0.000,0.000
2025-10-07 10:15:29,1911,0.000,0.000
2025-10-07 10:15:29,8233,0.000,0.000
2025-10-07 10:15:29,7182,0.000,0.000
2025-10-07 10:15:29,5406,0.000,0.000
2025-10-07 10:15:29,8697,0.000,0.000
2025-10-07 10:15:29,2502,0.000,0.000
2025-10-07 10:15:29,6752,0.000,0.000
2025-10-07 10:15:29,4528,0.000,0.000
2025-10-07 10:15:29,3436,0.000,0.000
2025-10-07 10:15:29,6965,0.000,0.000
2025-10-07 10:15:29,5076,0.000,0.000
2025-10-07 10:15:29,4751,0.000,0.000
2025-10-07 10:15:29,8801,0.000,0.000
2025-10-07 10:15:29,4503,0.000,0.000
2025-10-07 10:15:29,9023,0.000,0.000
2025-10-07 10:15:29,3003,0.000,0.000
2025-10-07 10:15:29,7267,0.000,0.000
2025-10-07 10:15:29,9508,0.000,0.000
2025-10-07 10:15:29,8331,0.000,0.000
2025-10-07 10:15:29,8308,0.000,0.000
2025-10-07 10:15:29,6178,0.000,0.000
2025-10-07 10:15:29,3092,0.000,0.000
2025-10-07 10:15:29,3853,0.000,0.000
2025-10-07 10:15:29,9009,0.000,0.000
2025-10-07 10:15:29,7752,0.000,0.000
2025-10-07 10:15:29,1861,0.000,0.000
2025-10-07 10:15:29,2801,0.000,0.000
2025-10-07 10:15:29,3289,0.000,0.000
2025-10-07 10:15:29,8601,0.000,0.000
2025-10-07 10:15:29,8593,0.000,0.000
2025-10-07 10:15:29,3697,0.000,0.000
2025-10-07 10:15:29,3407,0.000,0.000
2025-10-07 10:15:29,7272,0.000,0.000
2025-10-07 10:15:29,8750,0.000,0.000
2025-10-07 10:15:29,9509,0.000,0.000
2025-10-07 10:15:29,7186,0.000,0.000
2025-10-07 10:15:29,9506,0.000,0.000
2025-10-07 10:15:29,8604,0.000,0.000
2025-10-07 10:15:29,7261,0.000,0.000
2025-10-07 10:15:29,7951,0.000,0.000
2025-10-07 10:15:30,7762,0.000,0.000
2025-10-07 10:15:30,4612,0.000,0.000
2025-10-07 10:15:30,5019,0.000,0.000
2025-10-07 10:15:30,3402,0.000,0.000
2025-10-07 10:15:30,8113,0.000,0.000
2025-10-07 10:15:30,7532,0.000,0.000
2025-10-07 10:15:30,4755,0.000,0.000
2025-10-07 10:15:30,3231,0.000,0.000
2025-10-07 10:15:30,5020,0.000,0.000
2025-10-07 10:15:30,7167,0.000,0.000
2025-10-07 10:15:30,9504,0.000,0.000
2025-10-07 10:15:30,4188,0.000,0.000
2025-10-07 10:15:30,8698,0.000,0.000
2025-10-07 10:15:30,3861,0.000,0.000
2025-10-07 10:15:30,4446,0.000,0.000
2025-10-07 10:15:30,9501,0.000,0.000
2025-10-07 10:15:30,2127,0.000,0.000
2025-10-07 10:15:30,8524,0.000,0.000
2025-10-07 10:15:30,8848,0.000,0.000
2025-10-07 10:15:30,5401,0.000,0.000
2025-10-07 10:15:30,5535,0.000,0.000
2025-10-07 10:15:30,4902,0.000,0.000
2025-10-07 10:15:30,8515,0.000,0.000
2025-10-07 10:15:30,4005,0.000,0.000
2025-10-07 10:15:30,9831,0.000,0.000
2025-10-07 10:15:30,4689,0.000,0.000
2025-10-07 10:15:30,7211,0.000,0.000
2025-10-07 10:15:30,7205,0.000,0.000
2025-10-07 10:15:30,7201,0.000,0.000
2025-10-07 10:15:30,6472,0.000,0.000
2025-10-07 10:15:30,8410,0.000,0.000
2025-10-07 10:15:30,2181,0.000,0.000
2025-10-07 10:15:30,3656,0.000,0.000
2025-10-07 10:15:30,9434,0.000,0.000
2025-10-07 10:15:30,8729,0.000,0.000
2025-10-07 10:15:30,9432,0.000,0.000
2025-10-07 10:15:30,9424,0.000,0.000
2025-10-07 10:15:30,3315,0.000,0.000
2025-10-07 10:15:30,6740,0.000,0.000
