code,ATR_n_TRAIN,TPk_TRAIN,SLk_TRAIN,J_th_TRAIN,dJ_th_TRAIN,vEMA_th_TRAIN,winrate_TRAIN,pf_TRAIN,trades_TRAIN,PF_eff_TRAIN,winrate_TEST,pf_TEST,trades_TEST,ATR_n_TEST,TPk_TEST,SLk_TEST,J_th_TEST,dJ_th_TEST,vEMA_th_TEST,PF_eff_TEST
1321.T,1,1.2,2.0,1.0,0.05,0.02,0.22857142857142856,0.1806451612903226,245,0.1775882239696714,0.18181818181818182,0.1411764705882353,66,1,1.2,2.0,1.0,0.05,0.02,0.13319116797725356
1357.T,3,1.2,2.0,1.0,0.05,0.02,0.2755905511811024,0.23076923076923078,254,0.22801748865671126,0.24691358024691357,0.2,81,3,1.2,2.0,1.0,0.05,0.02,0.19651155931070197
1360.T,1,1.2,2.0,1.0,0.05,0.05,0.28350515463917525,0.24444444444444444,194,0.23715693578683633,0.25862068965517243,0.21951219512195122,58,1,1.2,2.0,1.0,0.05,0.05,0.20907915903406082
1407.T,2,1.2,1.5,0.8,0.02,0.02,0.1792452830188679,0.1747126436781609,318,0.17450310026223562,0.21978021978021978,0.22857142857142856,91,2,1.2,1.5,0.8,0.02,0.02,0.22508183428931802
1458.T,3,1.2,2.0,0.6,0.05,0.02,0.2679738562091503,0.22062780269058294,306,0.2194086651053864,0.26595744680851063,0.22388059701492538,94,3,1.2,2.0,0.6,0.05,0.02,0.21715951300639166
1540.T,3,1.2,2.0,1.0,0.02,0.02,0.31958762886597936,0.2818181818181818,291,0.2815176959519223,0.10784313725490197,0.075,102,3,1.2,2.0,1.0,0.02,0.02,0.07245014082279178
1541.T,2,1.2,2.0,0.6,0.02,0.05,0.3923611111111111,0.3964912280701754,288,0.3870154795224768,0.2625,0.22105263157894736,80,2,1.2,2.0,0.6,0.02,0.05,0.21333161650594
1542.T,5,1.2,2.0,1.0,0.05,0.05,0.4405940594059406,0.4944444444444444,202,0.47206250243265524,0.5303030303030303,0.6774193548387096,66,5,1.2,2.0,1.0,0.05,0.05,0.6766970631102397
1570.T,3,1.2,2.0,0.6,0.02,0.02,0.2979452054794521,0.25588235294117645,292,0.25436264518582813,0.25773195876288657,0.21428571428571427,97,3,1.2,2.0,0.6,0.02,0.02,0.20811119996445865
1579.T,3,1.2,2.0,0.6,0.05,0.05,0.3,0.2616279069767442,250,0.256868681098989,0.20253164556962025,0.15483870967741936,79,3,1.2,2.0,0.6,0.05,0.05,0.15221847768828975
1605.T,5,1.2,2.0,0.6,0.05,0.05,0.2441860465116279,0.19484536082474224,258,0.19363946729000706,0.2923076923076923,0.25333333333333335,65,5,1.2,2.0,0.6,0.05,0.05,0.24756184482728652
168A.T,2,1.2,2.0,0.8,0.02,0.02,0.5,0.6,14,0.599360255897641,0.3142857142857143,0.28695652173913044,70,2,1.2,2.0,0.8,0.02,0.02,0.27470678395308545
1802.T,3,1.2,1.5,0.6,0.05,0.05,0.24175824175824176,0.25507246376811593,273,0.2547665399709527,0.31521739130434784,0.3932203389830508,92,3,1.2,1.5,0.6,0.05,0.05,0.36781229904897295
1803.T,3,1.2,2.0,0.6,0.05,0.02,0.27245508982035926,0.2275,334,0.22445178307277913,0.2616822429906542,0.22702702702702704,107,3,1.2,2.0,0.6,0.05,0.02,0.21243148310296137
1812.T,2,1.2,2.0,1.0,0.02,0.05,0.3540983606557377,0.334020618556701,305,0.3285832874971839,0.4166666666666667,0.42857142857142855,84,2,1.2,2.0,1.0,0.02,0.05,0.4281144684983151
186A.T,5,1.2,2.0,1.0,0.05,0.05,0.24347826086956523,0.19649122807017544,230,0.1928975536222293,0.10465116279069768,0.072,86,5,1.2,2.0,1.0,0.05,0.05,0.07005509484517881
1893.T,3,1.2,2.0,1.0,0.05,0.05,0.36996336996337,0.362874251497006,273,0.3519499177073357,0.13861386138613863,0.09767441860465116,101,3,1.2,2.0,1.0,0.05,0.05,0.09644877681111466
1911.T,1,1.2,1.5,0.6,0.02,0.05,0.25691699604743085,0.27807486631016043,253,0.2762640067141497,0.13,0.12093023255813953,100,1,1.2,1.5,0.6,0.02,0.05,0.11939685807416123
1925.T,5,1.2,2.0,0.6,0.05,0.02,0.294478527607362,0.25152838427947594,326,0.25016775898336324,0.38636363636363635,0.38490566037735846,88,5,1.2,2.0,0.6,0.05,0.02,0.3773749759355517
1928.T,2,1.2,2.0,0.8,0.05,0.02,0.32673267326732675,0.29261083743842364,303,0.2908660065385611,0.4878048780487805,0.6,82,2,1.2,2.0,0.8,0.05,0.02,0.5708192913310867
1942.T,5,1.2,2.0,1.0,0.05,0.02,0.34572490706319703,0.32068965517241377,269,0.31670740794591257,0.14772727272727273,0.1054054054054054,88,5,1.2,2.0,1.0,0.05,0.02,0.10388911102225779
2036.T,5,1.2,1.5,0.6,0.02,0.02,0.27741935483870966,0.3170506912442396,310,0.30677448218093206,0.31666666666666665,0.38,60,5,1.2,1.5,0.6,0.02,0.02,0.3702870664101098
2127.T,3,1.2,2.0,0.8,0.05,0.05,0.2682926829268293,0.22318840579710142,287,0.21976542716246839,0.24705882352941178,0.2032258064516129,85,3,1.2,2.0,0.8,0.05,0.05,0.19666508396641347
215A.T,3,1.2,2.0,0.6,0.02,0.02,0.25696594427244585,0.20836820083682006,323,0.2072787551646009,0.22115384615384615,0.17468354430379746,104,3,1.2,2.0,0.6,0.02,0.02,0.17018871463760177
2160.T,2,1.2,1.5,1.0,0.02,0.02,0.34509803921568627,0.42409638554216866,255,0.4210512876166643,0.15463917525773196,0.14814814814814814,97,2,1.2,1.5,1.0,0.02,0.02,0.1461659472671486
2181.T,2,1.2,2.0,1.0,0.02,0.05,0.3151750972762646,0.2793103448275862,257,0.2758419359528916,0.14814814814814814,0.10746268656716416,81,2,1.2,2.0,1.0,0.02,0.05,0.104236566243068
218A.T,5,1.2,1.5,0.6,0.02,0.02,0.23123123123123124,0.24062499999999998,333,0.24033640391791045,0.3974358974358974,0.5276595744680851,78,5,1.2,1.5,0.6,0.02,0.02,0.5270267205008392
219A.T,2,1.2,2.0,1.0,0.05,0.05,0.3898305084745763,0.3833333333333333,236,0.38292460793460403,0.20481927710843373,0.159375,83,2,1.2,2.0,1.0,0.05,0.05,0.15438067197363478
2267.T,1,1.2,2.0,1.0,0.05,0.05,0.2802197802197802,0.23720930232558138,182,0.23333872557847093,0.19718309859154928,0.15,71,1,1.2,2.0,1.0,0.05,0.05,0.1472112909222276
2269.T,5,1.2,2.0,0.6,0.05,0.05,0.20233463035019456,0.15294117647058822,257,0.152032845398426,0.4935064935064935,0.6,77,5,1.2,2.0,0.6,0.05,0.05,0.5839920442079577
2334.T,5,1.2,1.5,1.0,0.05,0.05,0.25,0.2756302521008403,164,0.26634683724235964,0.11538461538461539,0.10434782608695652,52,5,1.2,1.5,1.0,0.05,0.05,0.10422267544266248
2413.T,5,1.2,1.5,0.6,0.05,0.02,0.2702702702702703,0.29767441860465116,296,0.2959409302692885,0.18095238095238095,0.17882352941176471,105,5,1.2,1.5,0.6,0.05,0.02,0.1765322060792384
2432.T,2,1.2,2.0,0.6,0.02,0.05,0.35313531353135313,0.32923076923076927,303,0.3272017723522836,0.3875,0.40434782608695646,80,2,1.2,2.0,0.6,0.02,0.05,0.37918710066993616
2433.T,1,1.2,1.5,1.0,0.05,0.02,0.26174496644295303,0.28363636363636363,149,0.28329618143050983,0.3870967741935484,0.5333333333333333,31,1,1.2,1.5,1.0,0.05,0.02,0.504657165301313
247A.T,5,1.2,2.0,0.8,0.05,0.05,0.39776951672862454,0.40632911392405063,269,0.39587374926572594,0.3275862068965517,0.2923076923076923,58,5,1.2,2.0,0.8,0.05,0.05,0.29199602210397896
2502.T,5,1.2,2.0,1.0,0.05,0.05,0.41578947368421054,0.4348623853211009,190,0.4265717136568796,0.3387096774193548,0.3405405405405405,62,5,1.2,2.0,1.0,0.05,0.05,0.3069893993622063
2503.T,3,1.2,2.0,0.6,0.05,0.05,0.2151394422310757,0.16530612244897958,251,0.16429164374859195,0.42168674698795183,0.4375,83,3,1.2,2.0,0.6,0.05,0.05,0.43703351992536327
2670.T,5,1.2,2.0,1.0,0.05,0.05,0.4449760765550239,0.4894736842105263,209,0.48052158446966037,0.26582278481012656,0.2290909090909091,79,5,1.2,2.0,1.0,0.05,0.05,0.21700974782500793
2726.T,2,1.2,1.5,0.8,0.05,0.05,0.29225352112676056,0.3387755102040816,284,0.3299520521062067,0.24107142857142858,0.2571428571428571,112,2,1.2,1.5,0.8,0.05,0.05,0.2538128684309545
2768.T,2,1.2,2.0,1.0,0.02,0.05,0.4126984126984127,0.42448979591836733,252,0.42117207171185583,0.14563106796116504,0.10588235294117647,103,2,1.2,2.0,1.0,0.02,0.05,0.10216367998255242
276A.T,2,1.2,2.0,0.6,0.05,0.02,0.3023255813953488,0.26292134831460673,129,0.2597227775556444,0.1875,0.14025974025974025,96,2,1.2,2.0,0.6,0.05,0.02,0.13831390520714792
2801.T,5,1.2,2.0,0.8,0.05,0.05,0.36199095022624433,0.34285714285714286,221,0.34006255653766865,0.27906976744186046,0.23999999999999996,86,5,1.2,2.0,0.8,0.05,0.05,0.2320104216377965
2802.T,2,1.2,1.5,0.6,0.05,0.02,0.1550632911392405,0.14736842105263157,316,0.14664039353792835,0.2033898305084746,0.20869565217391303,118,2,1.2,1.5,0.6,0.05,0.02,0.20401034341967975
285A.T,5,1.2,2.0,0.6,0.05,0.05,0.3532110091743119,0.33722627737226274,218,0.32731021066750604,0.26865671641791045,0.23478260869565215,67,5,1.2,2.0,0.6,0.05,0.05,0.22017315522770484
2897.T,2,1.2,1.5,0.6,0.05,0.02,0.10606060606060606,0.0958904109589041,330,0.09480141664558564,0.11764705882352941,0.1087378640776699,119,2,1.2,1.5,0.6,0.05,0.02,0.10653873489694386
290A.T,1,1.2,1.5,0.6,0.05,0.05,0.15384615384615385,0.14634146341463414,195,0.14528009304128708,0.07407407407407407,0.064,54,1,1.2,1.5,0.6,0.05,0.05,0.06392324093816631
2914.T,5,1.2,2.0,0.6,0.02,0.02,0.25386996904024767,0.20585774058577405,323,0.20393170532616828,0.2767857142857143,0.23249999999999998,112,5,1.2,2.0,0.6,0.02,0.02,0.22938478929415893
3003.T,2,1.2,1.5,0.8,0.05,0.02,0.2147239263803681,0.2196078431372549,326,0.21848763992537315,0.22018348623853212,0.23414634146341462,109,2,1.2,1.5,0.8,0.05,0.02,0.22561143860529292
3038.T,1,1.2,2.0,0.6,0.02,0.05,0.2757352941176471,0.22959183673469388,272,0.22818283853971105,0.2261904761904762,0.19,84,1,1.2,2.0,0.6,0.02,0.05,0.17519761326238736
3064.T,5,1.2,2.0,1.0,0.05,0.05,0.301255230125523,0.26024096385542167,239,0.258406816913953,0.2441860465116279,0.196875,86,5,1.2,2.0,1.0,0.05,0.05,0.19363946729000706
3086.T,5,1.2,2.0,0.6,0.02,0.05,0.3090128755364807,0.26999999999999996,233,0.268036884625032,0.2391304347826087,0.19130434782608693,92,5,1.2,2.0,0.6,0.02,0.05,0.18837036613925862
3088.T,5,1.2,2.0,0.6,0.05,0.05,0.3140495867768595,0.2780487804878049,242,0.2744059002904862,0.24731182795698925,0.2029411764705882,93,5,1.2,2.0,0.6,0.05,0.05,0.1969326555092249
3092.T,5,1.2,1.5,1.0,0.02,0.05,0.24100719424460432,0.2552380952380952,278,0.25372376438727157,0.19736842105263158,0.2,76,5,1.2,1.5,1.0,0.02,0.05,0.19648537173616698
3099.T,1,1.2,1.5,0.6,0.05,0.05,0.21176470588235294,0.21708542713567838,255,0.21466760016548392,0.2535211267605634,0.27169811320754716,71,1,1.2,1.5,0.6,0.05,0.05,0.2713722492658004
3141.T,3,1.2,2.0,0.8,0.05,0.02,0.3356164383561644,0.3078534031413612,292,0.302769613803963,0.3157894736842105,0.28125,95,3,1.2,2.0,0.8,0.05,0.02,0.2766278104142958
314A.T,1,1.2,1.5,0.6,0.05,0.02,0.26126126126126126,0.28466257668711653,222,0.28258749804982064,0.1864406779661017,0.19130434782608693,59,1,1.2,1.5,0.6,0.05,0.02,0.18311345060412226
3231.T,5,1.2,2.0,0.6,0.05,0.02,0.36466165413533835,0.3464285714285714,266,0.34401150782290635,0.2564102564102564,0.21052631578947367,78,5,1.2,2.0,0.6,0.05,0.02,0.20667595030953134
3289.T,3,1.2,2.0,1.0,0.02,0.05,0.41434262948207173,0.42448979591836733,251,0.4240371878459502,0.36486486486486486,0.36,74,3,1.2,2.0,1.0,0.02,0.05,0.34431333849438955
3349.T,5,1.2,2.0,0.6,0.02,0.02,0.2903225806451613,0.2467005076142132,279,0.24519283195812588,0.31683168316831684,0.2909090909090909,101,5,1.2,2.0,0.6,0.02,0.02,0.27796417664818135
3350.T,2,1.2,2.0,0.6,0.02,0.05,0.39914163090128757,0.4102941176470588,233,0.39814645570343304,0.3898305084745763,0.43124999999999997,59,2,1.2,2.0,0.6,0.02,0.05,0.38292460793460403
3370.T,5,1.2,2.0,0.6,0.02,0.05,0.4148936170212766,0.4254545454545454,94,0.42500090872741814,0.2413793103448276,0.20487804878048782,58,5,1.2,2.0,0.6,0.02,0.05,0.19070553596743123
3382.T,5,1.2,2.0,1.0,0.02,0.05,0.391304347826087,0.3857142857142857,276,0.38530302164848346,0.5147058823529411,0.6363636363636364,68,5,1.2,2.0,1.0,0.02,0.05,0.6356851198914373
3391.T,1,1.2,1.5,1.0,0.05,0.05,0.26587301587301587,0.2928961748633879,252,0.2893822393822394,0.22727272727272727,0.23529411764705882,88,1,1.2,1.5,1.0,0.05,0.05,0.23501191521384673
3402.T,5,1.2,2.0,1.0,0.02,0.05,0.37751004016064255,0.36623376623376624,249,0.3634829938992145,0.45901639344262296,0.5090909090909091,61,5,1.2,2.0,1.0,0.02,0.05,0.5085480959131501
3405.T,2,1.2,2.0,0.6,0.02,0.05,0.2829581993569132,0.23677130044843048,311,0.23651884537664758,0.34146341463414637,0.34285714285714286,82,2,1.2,2.0,0.6,0.02,0.05,0.310779391946925
3407.T,2,1.2,2.0,1.0,0.02,0.05,0.33035714285714285,0.297986577181208,224,0.2956843929095029,0.17721518987341772,0.12923076923076923,79,2,1.2,2.0,1.0,0.02,0.05,0.12909297819333806
3436.T,5,1.2,2.0,1.0,0.05,0.05,0.3786764705882353,0.3678571428571428,272,0.3652905701624676,0.2571428571428571,0.20769230769230768,70,5,1.2,2.0,1.0,0.05,0.05,0.20747085781072186
3563.T,2,1.2,2.0,1.0,0.02,0.05,0.305019305019305,0.264804469273743,259,0.2630525567550758,0.4230769230769231,0.4604651162790698,78,2,1.2,2.0,1.0,0.02,0.05,0.4395308543249367
3635.T,3,1.2,2.0,0.6,0.02,0.05,0.23961661341853036,0.19148936170212766,313,0.18887403021984486,0.34782608695652173,0.3368421052631579,92,3,1.2,2.0,0.6,0.02,0.05,0.31965880314540857
3647.T,5,1.2,1.5,1.0,0.05,0.02,0.20588235294117646,0.2074074074074074,102,0.20715865118850194,0.1527777777777778,0.14915254237288134,72,5,1.2,1.5,1.0,0.05,0.02,0.14408927260652243
3687.T,1,1.2,1.5,0.6,0.05,0.02,0.2109090909090909,0.21581395348837207,275,0.2135684317058552,0.14473684210526316,0.13968253968253969,76,1,1.2,1.5,0.6,0.05,0.02,0.13522224044612108
3692.T,5,1.2,2.0,0.6,0.05,0.02,0.2806451612903226,0.23835616438356164,310,0.23383113122464017,0.18181818181818182,0.13714285714285715,88,5,1.2,2.0,0.6,0.05,0.02,0.13319116797725356
3697.T,2,1.2,2.0,1.0,0.05,0.02,0.2537764350453172,0.2065573770491803,331,0.20383101820000743,0.26262626262626265,0.21971830985915491,99,2,1.2,2.0,1.0,0.05,0.02,0.21347077607313245
3774.T,5,1.2,2.0,0.6,0.05,0.02,0.2826086956521739,0.23756345177664973,276,0.2361116159596767,0.3469387755102041,0.32380952380952377,98,5,1.2,2.0,0.6,0.05,0.02,0.31841013594562173
3861.T,2,1.2,2.0,1.0,0.02,0.05,0.3423076923076923,0.31228070175438594,260,0.3119477355256728,0.5074626865671642,0.6181818181818182,67,2,1.2,2.0,1.0,0.02,0.05,0.6175226878945393
3905.T,5,1.2,2.0,0.8,0.05,0.02,0.24253731343283583,0.1921182266009852,268,0.19191338243027917,0.3709677419354839,0.36315789473684207,62,5,1.2,2.0,0.8,0.05,0.02,0.3534688688627114
3923.T,5,1.2,2.0,0.6,0.02,0.05,0.35714285714285715,0.3333333333333333,266,0.3329779199431339,0.5,0.631578947368421,80,5,1.2,2.0,0.6,0.02,0.05,0.599360255897641
3935.T,1,1.2,1.5,1.0,0.02,0.02,0.24050632911392406,0.2576271186440678,158,0.25302949538024166,0.1625,0.15757575757575756,80,1,1.2,1.5,1.0,0.02,0.02,0.15503771123062726
4004.T,5,1.2,1.5,1.0,0.02,0.05,0.24899598393574296,0.2652406417112299,249,0.2649225226047,0.17721518987341772,0.17230769230769233,79,5,1.2,1.5,1.0,0.02,0.05,0.17210103329506318
4005.T,5,1.2,2.0,0.8,0.05,0.02,0.3235294117647059,0.28695652173913044,272,0.28665055716843696,0.323943661971831,0.30666666666666664,71,5,1.2,2.0,0.8,0.05,0.02,0.287193455950953
402A.T,2,1.2,2.0,1.0,0.02,0.02,0.24242424242424243,0.19753086419753085,330,0.19179528188724512,0.2962962962962963,0.2769230769230769,81,2,1.2,2.0,1.0,0.02,0.02,0.25236221300953304
4042.T,1,1.2,1.5,0.6,0.05,0.02,0.24705882352941178,0.26249999999999996,255,0.26218516791044777,0.14285714285714285,0.1352112676056338,84,1,1.2,1.5,0.6,0.05,0.02,0.13317341862117982
4043.T,2,1.2,1.5,0.8,0.05,0.05,0.16356877323420074,0.15714285714285714,269,0.15625681118218432,0.10638297872340426,0.0975609756097561,94,2,1.2,1.5,0.8,0.05,0.05,0.09512387044369988
