code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD,ranking,stamp
212A.T,1,1.2,2.0,0.8,0.02,0.05,0.5428571428571428,0.8142857142857143,35,0.7117403038784486,0.5476190476190477,0.8624999999999999,42.0,1.0,1.2,2.0,0.8,0.02,0.05,0.7255413624024077,DEKIDAKA,20251016
215A.T,3,1.2,2.0,0.6,0.02,0.02,0.1654135338345864,0.12,133,0.1187921227905234,0.25,0.2081632653061224,68.0,3.0,1.2,2.0,0.6,0.02,0.02,0.1997867519658803,DEKIDAKA,20251016
2186.T,3,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,2.0,3.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
2459.T,1,1.2,1.5,0.6,0.02,0.02,0.3333333333333333,0.5333333333333333,6,0.3995202558635394,0.1153846153846153,0.109090909090909,26.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1042226754426624,DEKIDAKA,20251016
2521.T,1,1.2,2.0,0.6,0.02,0.02,0.6,1.7999999999999998,5,0.8990403838464615,0.0,0.0,0.0,1.0,1.2,2.0,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
2526.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
2564.T,3,1.2,1.5,0.6,0.02,0.05,0.2222222222222222,0.2285714285714286,63,0.2282972890648797,0.1379310344827586,0.1333333333333333,29.0,3.0,1.2,1.5,0.6,0.02,0.05,0.1278464818763326,DEKIDAKA,20251016
2622.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.0,0.0,3.0,5.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
2637.T,2,1.2,1.5,1.0,0.05,0.02,0.375,0.6,8,0.4794243070362473,0.5,0.7999999999999999,2.0,2.0,1.2,1.5,1.0,0.05,0.02,0.799040511727079,DEKIDAKA,20251016
2643.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,,,,,,,,,,,DEKIDAKA,20251016
2648.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
2653.T,2,1.2,2.0,0.6,0.02,0.02,0.1764705882352941,0.18,17,0.1284343405494945,0.2941176470588235,0.25,17.0,2.0,1.2,2.0,0.6,0.02,0.02,0.2497334399573504,DEKIDAKA,20251016
2736.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,14.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
276A.T,2,1.2,1.5,0.6,0.05,0.02,0.2531645569620253,0.2758620689655172,79,0.270861190415959,0.2794117647058823,0.3166666666666666,68.0,2.0,1.2,1.5,0.6,0.05,0.02,0.3098320351594796,DEKIDAKA,20251016
2791.T,1,1.2,1.5,1.0,0.02,0.02,0.5833333333333334,1.12,12,1.1186567164179109,0.1666666666666666,0.2181818181818181,18.0,1.0,1.2,1.5,1.0,0.02,0.02,0.1598081023454158,DEKIDAKA,20251016
2849.T,5,1.2,1.5,0.6,0.02,0.05,0.4761904761904761,0.8,21,0.7264004652064353,0.0,0.0,0.0,5.0,1.2,1.5,0.6,0.02,0.05,0.0,DEKIDAKA,20251016
2872.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,0.1428571428571428,0.1777777777777777,7.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0887526652452025,DEKIDAKA,20251016
2934.T,3,1.2,1.5,0.6,0.02,0.05,0.3214285714285714,0.3999999999999999,28,0.3784928739759848,0.2,0.2666666666666666,5.0,3.0,1.2,1.5,0.6,0.02,0.05,0.1997601279317697,DEKIDAKA,20251016
2936.T,2,1.2,2.0,0.8,0.02,0.02,0.3333333333333333,0.3054545454545455,84,0.2996801279488204,0.3673469387755102,0.3724137931034482,49.0,2.0,1.2,2.0,0.8,0.02,0.02,0.3480156324566947,DEKIDAKA,20251016
3041.T,5,1.2,1.5,0.6,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.6666666666666666,1.6,3.0,5.0,1.2,1.5,0.6,0.02,0.02,1.5980810234541576,DEKIDAKA,20251016
3045.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.4285714285714285,0.4000000000000001,7.0,2.0,0.8,1.5,0.6,0.02,0.02,0.3993869936034115,DEKIDAKA,20251016
3113.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
3139.T,2,1.2,1.5,0.8,0.02,0.05,0.4464285714285714,0.6451612903225806,56,0.6443875094573217,0.4545454545454545,0.75,33.0,2.0,1.2,1.5,0.8,0.02,0.05,0.6658670931058992,DEKIDAKA,20251016
3349.T,5,1.2,2.0,0.6,0.02,0.02,0.2962962962962963,0.2553191489361702,135,0.252362213009533,0.4117647058823529,0.4307692307692308,68.0,5.0,1.2,2.0,0.6,0.02,0.02,0.4195521791283487,DEKIDAKA,20251016
3541.T,1,1.2,1.5,0.6,0.02,0.02,0.45,0.72,20,0.6537604186857918,0.3529411764705882,0.4799999999999999,17.0,1.0,1.2,1.5,0.6,0.02,0.02,0.4358402791238613,DEKIDAKA,20251016
3647.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.1764705882352941,0.1142857142857143,17.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1141105696009747,DEKIDAKA,20251016
3766.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
3835.T,3,1.2,1.5,1.0,0.02,0.02,0.4285714285714285,0.6,28,0.5992803837953092,0.2916666666666667,0.35,24.0,3.0,1.2,1.5,1.0,0.02,0.02,0.3290166812993855,DEKIDAKA,20251016
3856.T,1,1.2,2.0,0.6,0.02,0.02,0.2586206896551724,0.2142857142857142,58,0.2090791590340608,0.25,0.3,4.0,1.0,1.2,2.0,0.6,0.02,0.02,0.1997867519658803,DEKIDAKA,20251016
3902.T,2,1.2,1.5,0.8,0.05,0.02,0.3269230769230769,0.3885714285714285,52,0.3881053914102955,0.2698412698412698,0.3238095238095237,63.0,2.0,1.2,1.5,0.8,0.05,0.02,0.2952975804208769,DEKIDAKA,20251016
3929.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.0,0.0,0.0,2.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.3107142857142856,85,0.3103829896612783,0.2641509433962264,0.24,53.0,5.0,1.2,2.0,1.0,0.02,0.05,0.2151549636555634,DEKIDAKA,20251016
3955.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.2222222222222222,0.1523809523809524,9.0,2.0,0.8,1.5,0.6,0.02,0.02,0.1521474261346329,DEKIDAKA,20251016
3987.T,1,1.2,1.5,1.0,0.02,0.02,0.25,0.3999999999999999,4,0.2663468372423596,0.2631578947368421,0.2857142857142857,19.0,1.0,1.2,1.5,1.0,0.02,0.02,0.2853716113310996,DEKIDAKA,20251016
4176.T,1,1.2,2.0,1.0,0.05,0.02,0.4166666666666667,0.4285714285714285,24,0.4281144684983151,0.3,0.2571428571428571,20.0,1.0,1.2,2.0,1.0,0.05,0.02,0.256868681098989,DEKIDAKA,20251016
4198.T,3,1.2,1.5,0.6,0.02,0.05,0.8,3.2,5,3.1961620469083165,0.0,0.0,16.0,3.0,1.2,1.5,0.6,0.02,0.05,0.0,DEKIDAKA,20251016
4343.T,1,1.0,2.0,1.0,0.02,0.02,0.625,0.8333333333333334,8,0.8323337331733973,0.375,0.5,16.0,1.0,1.0,2.0,1.0,0.02,0.02,0.299640143942423,DEKIDAKA,20251016
4365.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.4239130434782608,0.5886792452830188,92,0.5879732067425676,0.2203389830508474,0.2260869565217391,59.0,5.0,1.2,1.5,1.0,0.02,0.05,0.2258157967924353,DEKIDAKA,20251016
4429.T,2,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.6,3,1.5980810234541576,0.3333333333333333,0.3999999999999999,6.0,2.0,1.2,1.5,0.6,0.02,0.02,0.3995202558635394,DEKIDAKA,20251016
4664.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.25,0.1333333333333333,4.0,1.0,0.8,2.0,0.6,0.02,0.02,0.1331467413034786,DEKIDAKA,20251016
5035.T,3,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,3.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
5246.T,1,1.2,1.5,1.0,0.05,0.02,0.175438596491228,0.1702127659574468,57,0.1700086195163997,0.0545454545454545,0.0470588235294117,55.0,1.0,1.2,1.5,1.0,0.05,0.02,0.0460984910611776,DEKIDAKA,20251016
5250.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
5578.T,1,1.2,1.5,0.6,0.02,0.05,0.4,0.5333333333333333,10,0.5326936744847194,0.0454545454545454,0.038095238095238,22.0,1.0,1.2,1.5,0.6,0.02,0.05,0.0380495481774799,DEKIDAKA,20251016
5724.T,1,1.2,2.0,1.0,0.05,0.05,0.4807692307692308,0.5769230769230769,52,0.5549631999052232,0.3114754098360656,0.2780487804878049,61.0,1.0,1.2,2.0,1.0,0.05,0.05,0.2711391633822662,DEKIDAKA,20251016
5962.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
5966.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
5969.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
6147.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
6190.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
6248.T,5,0.8,1.5,0.8,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,5.0,0.8,1.5,0.8,0.02,0.02,0.0,DEKIDAKA,20251016
6312.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
6467.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
6558.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
6566.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.8,2.1333333333333333,5.0,2.0,0.8,1.5,0.6,0.02,0.02,2.130063965884862,DEKIDAKA,20251016
6638.T,2,1.2,2.0,0.6,0.05,0.05,0.2588235294117647,0.2129032258064516,85,0.2093004068213984,0.3469387755102041,0.3642857142857142,49.0,2.0,1.2,2.0,0.6,0.05,0.05,0.3184101359456217,DEKIDAKA,20251016
6797.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,3.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
7018.T,3,1.2,2.0,0.6,0.02,0.05,0.4642857142857143,0.52,28,0.5194455551112889,0.2051282051282051,0.16,39.0,3.0,1.2,2.0,0.6,0.02,0.05,0.1546736144251976,DEKIDAKA,20251016
7036.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,4,0.0,0.1304347826086956,0.0888888888888889,23.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0798773987206823,DEKIDAKA,20251016
7077.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,0.0,5.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7138.T,3,1.2,2.0,0.8,0.02,0.02,0.125,0.0967741935483871,40,0.085622893699663,0.24,0.2249999999999999,50.0,3.0,1.2,2.0,0.8,0.02,0.02,0.1892716597571497,DEKIDAKA,20251016
7192.T,5,1.2,1.5,0.6,0.02,0.02,0.2857142857142857,0.32,7,0.3196162046908316,0.0,0.0,3.0,5.0,1.2,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7255.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.5,999.0,2.0,1.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154,DEKIDAKA,20251016
7525.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.1052631578947368,0.0666666666666666,38.0,3.0,0.8,1.5,1.0,0.02,0.02,0.0626489401730841,DEKIDAKA,20251016
75505.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7619.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.6,0.8000000000000002,5.0,1.0,0.8,1.5,0.6,0.02,0.02,0.7987739872068231,DEKIDAKA,20251016
7794.T,1,1.2,1.5,1.0,0.05,0.05,0.5454545454545454,1.0285714285714285,33,0.9588486140724946,0.391304347826087,0.5538461538461538,46.0,1.0,1.2,1.5,1.0,0.05,0.05,0.5136689003959793,DEKIDAKA,20251016
7812.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7837.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7851.T,1,1.2,1.5,0.6,0.02,0.02,0.1428571428571428,0.16,7,0.1331734186211798,1.0,999.0,1.0,1.0,1.2,1.5,0.6,0.02,0.02,,DEKIDAKA,20251016
7857.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
7886.T,3,1.2,1.5,0.8,0.02,0.02,0.3333333333333333,0.4799999999999999,9,0.3995202558635394,0.4285714285714285,0.7999999999999999,7.0,3.0,1.2,1.5,0.8,0.02,0.02,0.5992803837953092,DEKIDAKA,20251016
7923.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.0,0.0,2.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
8209.T,1,0.8,1.5,0.6,0.02,0.02,0.5,999.0,2,0.5325159914712154,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
9087.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
9252.T,3,1.2,1.5,0.6,0.02,0.05,0.4285714285714285,0.6,14,0.5992803837953092,0.3703703703703703,0.5,27.0,3.0,1.2,1.5,0.6,0.02,0.05,0.4700238304276934,DEKIDAKA,20251016
9257.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
9311.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
9679.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,DEKIDAKA,20251016
9948.T,1,1.2,2.0,1.0,0.05,0.02,0.75,1.7999999999999998,4,1.798080767692923,0.8,2.4,5.0,1.0,1.2,2.0,1.0,0.05,0.02,2.3974410235905648,DEKIDAKA,20251016
9994.T,1,1.2,2.0,1.0,0.02,0.02,0.3846153846153846,0.4285714285714285,13,0.3746001599360256,0.0,0.0,3.0,1.0,1.2,2.0,1.0,0.02,0.02,0.0,DEKIDAKA,20251016
1311.T,1,1.0,1.5,0.8,0.02,0.02,0.2857142857142857,0.2962962962962963,14,0.2663113006396588,0.3157894736842105,0.3076923076923077,19.0,1.0,1.0,1.5,0.8,0.02,0.02,0.3072822699688371,DEKIDAKA,20251015
1435.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.7142857142857143,1.3333333333333333,7.0,1.0,0.8,1.5,0.6,0.02,0.02,1.3312899786780386,DEKIDAKA,20251015
1699.T,1,1.2,2.0,0.6,0.05,0.05,0.325,0.3,40,0.288580863950716,0.1515151515151515,0.109090909090909,66.0,1.0,1.2,2.0,0.6,0.05,0.05,0.1070286171245787,DEKIDAKA,20251015
1835.T,5,1.2,2.0,0.6,0.05,0.05,0.4583333333333333,0.5499999999999999,24,0.5071509857595423,0.4444444444444444,0.4799999999999999,27.0,5.0,1.2,2.0,0.6,0.05,0.05,0.4794882047181127,DEKIDAKA,20251015
1939.T,3,1.2,1.5,1.0,0.02,0.02,0.2777777777777778,0.3076923076923077,36,0.3073232737411842,0.2291666666666666,0.2378378378378378,48.0,3.0,1.2,1.5,1.0,0.02,0.02,0.2375525845675099,DEKIDAKA,20251015
1959.T,5,1.2,1.5,1.0,0.02,0.05,0.288135593220339,0.3317073170731707,59,0.3234211595085796,0.2043010752688172,0.2054054054054054,93.0,5.0,1.2,1.5,1.0,0.02,0.05,0.2051590503083041,DEKIDAKA,20251015
1968.T,3,1.2,1.5,1.0,0.05,0.02,0.1756756756756756,0.1704918032786885,74,0.1702873221713447,0.2424242424242424,0.2612244897959183,66.0,3.0,1.2,1.5,1.0,0.05,0.02,0.2556929637526652,DEKIDAKA,20251015
2001.T,1,1.2,1.5,0.6,0.02,0.02,0.2439024390243902,0.2580645161290322,41,0.2577550037829286,0.2542372881355932,0.2727272727272727,59.0,1.0,1.2,1.5,0.6,0.02,0.02,0.2724001744524132,DEKIDAKA,20251015
2039.T,1,1.2,1.5,0.8,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.1111111111111111,0.1142857142857142,9.0,1.0,1.2,1.5,0.8,0.02,0.02,0.0998800639658848,DEKIDAKA,20251015
2134.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,5,,0.4545454545454545,0.5333333333333333,11.0,1.0,0.8,1.5,0.6,0.02,0.02,0.4437633262260128,DEKIDAKA,20251015
2243.T,1,1.2,1.5,0.8,0.02,0.02,0.4090909090909091,0.5538461538461538,44,0.5531818927341318,0.1168831168831168,0.1074626865671641,77.0,1.0,1.2,1.5,0.8,0.02,0.02,0.105755361846231,DEKIDAKA,20251015
2353.T,1,1.0,1.5,0.6,0.02,0.02,0.7142857142857143,1.6666666666666667,7,1.664445628997868,0.875,4.666666666666667,8.0,1.0,1.0,1.5,0.6,0.02,0.02,4.66044776119403,DEKIDAKA,20251015
2378.T,1,1.2,1.5,0.6,0.05,0.02,0.3333333333333333,0.3999999999999999,6,0.3995202558635394,0.4545454545454545,0.6666666666666666,22.0,1.0,1.2,1.5,0.6,0.05,0.02,0.6658670931058992,DEKIDAKA,20251015
2471.T,1,1.0,1.5,1.0,0.02,0.02,0.4,0.5333333333333333,10,0.4438521677327648,0.4,0.4444444444444444,20.0,1.0,1.0,1.5,1.0,0.02,0.02,0.4438521677327648,DEKIDAKA,20251015
2558.T,3,1.2,1.5,1.0,0.02,0.02,0.3773584905660377,0.4848484848484848,53,0.4842669768042903,0.2093023255813953,0.2149253731343283,86.0,3.0,1.2,1.5,1.0,0.02,0.02,0.2115107236924621,DEKIDAKA,20251015
2563.T,1,1.2,1.5,0.6,0.02,0.02,0.6363636363636364,1.4,11,1.3983208955223885,0.1875,0.1846153846153846,32.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1843939642447105,DEKIDAKA,20251015
2586.T,1,1.2,1.5,1.0,0.02,0.02,0.6428571428571429,1.7999999999999998,14,1.4382729211087424,0.5454545454545454,1.6,11.0,1.0,1.2,1.5,1.0,0.02,0.02,0.9588486140724946,DEKIDAKA,20251015
2621.T,1,1.0,1.5,0.8,0.02,0.02,0.9166666666666666,7.333333333333333,12,7.323560767590615,0.238095238095238,0.2083333333333333,21.0,1.0,1.0,1.5,0.8,0.02,0.02,0.2080557036247334,DEKIDAKA,20251015
2624.T,1,1.0,1.5,1.0,0.02,0.05,0.1290322580645161,0.0987654320987654,31,0.0986338150517255,0.1636363636363636,0.1363636363636363,55.0,1.0,1.0,1.5,1.0,0.02,0.05,0.1302609622693983,DEKIDAKA,20251015
264A.T,1,1.0,1.5,0.6,0.02,0.02,0.2307692307692307,0.2,26,0.1997334754797441,0.1428571428571428,0.1111111111111111,42.0,1.0,1.0,1.5,0.6,0.02,0.02,0.1109630419331911,DEKIDAKA,20251015
2695.T,1,1.2,1.5,0.8,0.05,0.02,0.6,2.4,5,1.1985607675906185,0.7142857142857143,2.0,7.0,1.0,1.2,1.5,0.8,0.05,0.02,1.9976012793176976,DEKIDAKA,20251015
2975.T,1,1.2,1.5,1.0,0.05,0.05,0.2857142857142857,0.32,28,0.3196162046908316,0.3448275862068966,0.4210526315789473,29.0,1.0,1.2,1.5,1.0,0.05,0.05,0.4205476377510942,DEKIDAKA,20251015
3034.T,5,1.2,2.0,0.6,0.02,0.05,0.4210526315789473,0.464516129032258,57,0.4358983679255571,0.3947368421052631,0.4,76.0,5.0,1.2,2.0,0.6,0.02,0.05,0.390887123411505,DEKIDAKA,20251015
3038.T,1,1.2,2.0,0.6,0.05,0.05,0.3163265306122449,0.2818181818181818,98,0.2773159392959234,0.209090909090909,0.1623529411764706,110.0,1.0,1.2,2.0,0.6,0.05,0.05,0.158451561903974,DEKIDAKA,20251015
3101.T,1,1.0,1.5,1.0,0.05,0.02,0.15,0.1176470588235294,20,0.1174902796939671,0.3846153846153846,0.4166666666666667,13.0,1.0,1.0,1.5,1.0,0.05,0.02,0.4161114072494669,DEKIDAKA,20251015
3103.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,7,,0.5,0.5333333333333333,8.0,1.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154,DEKIDAKA,20251015
3294.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,8,0.0,0.2191780821917808,0.1551515151515151,73.0,1.0,0.8,1.5,0.6,0.02,0.02,0.1494781730445516,DEKIDAKA,20251015
3487.T,1,1.2,1.5,0.6,0.05,0.05,0.6666666666666666,1.6,9,1.5980810234541576,0.3684210526315789,0.6222222222222222,19.0,1.0,1.2,1.5,0.6,0.05,0.05,0.4661069651741294,DEKIDAKA,20251015
3526.T,2,0.8,1.5,0.6,0.02,0.02,1.0,999.0,6,,0.3846153846153846,0.3333333333333333,13.0,2.0,0.8,1.5,0.6,0.02,0.02,0.3328224946695096,DEKIDAKA,20251015
3536.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.8888888888888888,4.266666666666667,18.0,1.0,0.8,1.5,0.6,0.02,0.02,4.260127931769721,DEKIDAKA,20251015
3541.T,1,1.2,2.0,0.6,0.05,0.02,0.6,0.8999999999999999,10,0.8990403838464615,0.3666666666666666,0.388235294117647,30.0,1.0,1.2,2.0,0.6,0.05,0.02,0.3469980428881079,DEKIDAKA,20251015
3673.T,1,1.2,1.5,0.6,0.02,0.02,0.35,0.4666666666666667,20,0.4302525832376578,0.3928571428571428,0.5176470588235293,28.0,1.0,1.2,1.5,0.6,0.02,0.02,0.5170262134704628,DEKIDAKA,20251015
3835.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.3529411764705882,0.2181818181818182,17.0,1.0,0.8,2.0,0.6,0.02,0.02,0.2178764857693286,DEKIDAKA,20251015
3939.T,1,1.2,1.5,0.8,0.05,0.02,0.6666666666666666,1.6,6,1.5980810234541576,0.3333333333333333,0.5333333333333333,6.0,1.0,1.2,1.5,0.8,0.05,0.02,0.3995202558635394,DEKIDAKA,20251015
3962.T,5,1.2,2.0,1.0,0.02,0.05,0.2676056338028169,0.2235294117647059,71,0.2189970165779841,0.4444444444444444,0.4941176470588235,63.0,5.0,1.2,2.0,1.0,0.02,0.05,0.4794882047181127,DEKIDAKA,20251015
4072.T,5,1.2,2.0,0.8,0.05,0.05,0.4901960784313725,0.5769230769230769,51,0.5763079383631163,0.1935483870967742,0.144,62.0,5.0,1.2,2.0,0.8,0.05,0.05,0.1438464614154338,DEKIDAKA,20251015
4125.T,2,1.2,2.0,0.8,0.05,0.02,0.2307692307692307,0.18,13,0.1798080767692923,0.2,0.15,30.0,2.0,1.2,2.0,0.8,0.05,0.02,0.1498400639744102,DEKIDAKA,20251015
4274.T,1,1.0,1.5,0.6,0.02,0.02,0.7142857142857143,1.6666666666666667,7,1.664445628997868,0.3333333333333333,0.4,9.0,1.0,1.0,1.5,0.6,0.02,0.02,0.3328891257995734,DEKIDAKA,20251015
4293.T,1,1.0,1.5,0.6,0.02,0.02,0.8,2.6666666666666665,5,2.663113006396589,0.6,1.0,5.0,1.0,1.0,1.5,0.6,0.02,0.02,0.9986673773987208,DEKIDAKA,20251015
4433.T,2,1.2,1.5,0.6,0.02,0.05,0.0909090909090909,0.0842105263157894,44,0.0799040511727079,0.1506849315068493,0.1442622950819672,73.0,2.0,1.2,1.5,0.6,0.02,0.05,0.1417652520806107,DEKIDAKA,20251015
4506.T,1,1.2,1.5,1.0,0.02,0.05,0.2,0.1999999999999999,80,0.1997601279317697,0.1808510638297872,0.1766233766233766,94.0,1.0,1.2,1.5,1.0,0.02,0.05,0.1764115415501343,DEKIDAKA,20251015
4563.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,5,,1.0,999.0,9.0,1.0,0.8,1.5,0.6,0.02,0.02,,DEKIDAKA,20251015
4574.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,0.5,1.0666666666666669,4.0,1.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154,DEKIDAKA,20251015
4575.T,5,1.2,2.0,0.8,0.02,0.02,0.2745098039215686,0.2301369863013698,102,0.2267849616909993,0.4492753623188406,0.4894736842105263,69.0,5.0,1.2,2.0,0.8,0.02,0.02,0.4889517877059703,DEKIDAKA,20251015
4576.T,3,1.2,1.5,1.0,0.02,0.05,0.5238095238095238,0.88,21,0.878944562899787,0.3846153846153846,0.5,39.0,3.0,1.2,1.5,1.0,0.02,0.05,0.4994003198294243,DEKIDAKA,20251015
