code,ATR_n_BACK,TPk_BACK,SLk_BACK,J_th_BACK,dJ_th_BACK,vEMA_th_BACK,winrate_BACK,pf_BACK,trades_BACK,PF_eff_BACK,winrate_FWD,pf_FWD,trades_FWD,ATR_n_FWD,TPk_FWD,SLk_FWD,J_th_FWD,dJ_th_FWD,vEMA_th_FWD,PF_eff_FWD,ranking,stamp
9369.T,3,1.2,1.5,0.6,0.05,0.02,0.2804878048780488,0.3172413793103448,82,0.3114903689783528,0.4,0.5333333333333333,35.0,3.0,1.2,1.5,0.6,0.05,0.02,0.5326936744847194,YORI,20251015
9704.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,4,,0.8333333333333334,2.6666666666666665,6.0,1.0,0.8,1.5,0.6,0.02,0.02,2.6625799573560776,YORI,20251015
1376.T,1,1.2,1.5,0.6,0.02,0.05,0.2666666666666666,0.32,15,0.2905601860825741,0.4166666666666667,0.5714285714285714,12.0,1.0,1.2,1.5,0.6,0.02,0.05,0.5707432226621993,YORI,20251016
1382.T,1,1.2,2.0,0.8,0.02,0.02,0.25,0.3999999999999999,8,0.1997867519658803,0.0,0.0,10.0,1.0,1.2,2.0,0.8,0.02,0.02,0.0,YORI,20251016
1401.T,3,1.2,2.0,0.8,0.02,0.05,0.64,1.2,25,1.0655293438180284,0.2105263157894736,0.1714285714285714,19.0,3.0,1.2,2.0,0.8,0.02,0.05,0.1598294015727042,YORI,20251016
142A.T,2,1.2,2.0,0.6,0.02,0.02,0.9090909090909092,6.0,11,5.993602558976408,0.3333333333333333,0.3999999999999999,6.0,2.0,1.2,2.0,0.6,0.02,0.02,0.2996801279488204,YORI,20251016
145A.T,3,1.2,1.5,0.8,0.02,0.05,0.625,2.0,16,1.3317341862117984,0.4285714285714285,0.7999999999999999,7.0,3.0,1.2,1.5,0.8,0.02,0.05,0.5992803837953092,YORI,20251016
1490.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,YORI,20251016
1491.T,5,1.2,2.0,0.6,0.05,0.05,0.3888888888888889,0.4344827586206896,54,0.3814110719348624,0.4736842105263157,0.5399999999999999,38.0,5.0,1.2,2.0,0.6,0.05,0.05,0.5394242303078768,YORI,20251016
1798.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,3,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,YORI,20251016
186A.T,3,1.2,2.0,0.6,0.02,0.05,0.2413793103448276,0.1953488372093023,116,0.1907055359674312,0.25,0.2042553191489361,64.0,3.0,1.2,2.0,0.6,0.02,0.05,0.1997867519658803,YORI,20251016
1980.T,1,1.2,2.0,0.6,0.02,0.05,0.3703703703703703,0.375,27,0.352564856410377,0.1,0.075,10.0,1.0,1.2,2.0,0.6,0.02,0.05,0.0665955839886267,YORI,20251016
2138.T,5,1.2,2.0,0.6,0.02,0.05,0.6,0.8999999999999999,10,0.8990403838464615,0.1428571428571428,0.12,7.0,5.0,1.2,2.0,0.6,0.02,0.05,0.0998933759829401,YORI,20251016
2160.T,2,1.2,1.5,1.0,0.02,0.02,0.4166666666666667,0.5797101449275363,120,0.5707432226621993,0.1044776119402985,0.0933333333333333,67.0,2.0,1.2,1.5,1.0,0.02,0.02,0.0932213930348258,YORI,20251016
219A.T,1,1.2,1.5,1.0,0.05,0.05,0.37,0.4698412698412698,100,0.469277760855586,0.2459016393442623,0.2608695652173913,61.0,1.0,1.2,1.5,1.0,0.05,0.05,0.2605566886066561,YORI,20251016
228A.T,2,1.2,2.0,0.6,0.02,0.02,0.4186046511627907,0.4499999999999999,43,0.4315393842463016,0.2307692307692307,0.1928571428571428,39.0,2.0,1.2,2.0,0.6,0.02,0.02,0.1798080767692923,YORI,20251016
2315.T,1,1.0,1.5,0.8,0.02,0.02,0.875,4.666666666666667,8,4.66044776119403,1.0,999.0,2.0,1.0,1.0,1.5,0.8,0.02,0.02,,YORI,20251016
2471.T,1,1.2,1.5,0.8,0.05,0.02,0.2631578947368421,0.3333333333333333,19,0.2853716113310996,0.5714285714285714,1.0666666666666669,7.0,1.0,1.2,1.5,0.8,0.05,0.02,1.0653873489694383,YORI,20251016
2998.T,1,1.2,1.5,0.6,0.05,0.05,0.2,0.2142857142857142,75,0.1997601279317697,0.0833333333333333,0.0799999999999999,36.0,1.0,1.2,1.5,0.6,0.05,0.05,0.0726400465206435,YORI,20251016
319A.T,1,1.2,1.5,1.0,0.05,0.05,0.26,0.2971428571428571,50,0.2807439635797845,0.24,0.2526315789473684,25.0,1.0,1.2,1.5,1.0,0.05,0.05,0.2523285826506565,YORI,20251016
3237.T,2,1.2,1.5,1.0,0.02,0.05,0.625,2.0,8,1.3317341862117984,0.75,2.4,8.0,2.0,1.2,1.5,1.0,0.02,0.05,2.397121535181237,YORI,20251016
3267.T,5,1.2,2.0,0.6,0.02,0.02,0.3061224489795918,0.28125,49,0.2644236423077827,0.625,1.0,16.0,5.0,1.2,2.0,0.6,0.02,0.02,0.9989337598294016,YORI,20251016
3388.T,1,1.2,1.5,0.6,0.02,0.02,0.1538461538461538,0.1454545454545454,39,0.145280093041287,0.3846153846153846,0.5,26.0,1.0,1.2,1.5,0.6,0.02,0.02,0.4994003198294243,YORI,20251016
338A.T,3,1.2,1.5,1.0,0.05,0.02,0.1983471074380165,0.2021052631578947,121,0.1977007451695865,0.0,0.0,28.0,3.0,1.2,1.5,1.0,0.05,0.02,0.0,YORI,20251016
341A.T,5,1.2,2.0,1.0,0.05,0.02,0.2394366197183098,0.1961538461538461,71,0.1886874879677758,0.3191489361702128,0.28125,47.0,5.0,1.2,2.0,1.0,0.05,0.02,0.2809501199520192,YORI,20251016
3446.T,3,1.2,1.5,0.6,0.02,0.02,0.2333333333333333,0.2461538461538461,120,0.2431862426995457,0.2264150943396226,0.2399999999999999,53.0,3.0,1.2,1.5,0.6,0.02,0.02,0.2338655156274377,YORI,20251016
3489.T,1,1.2,1.5,0.6,0.02,0.02,0.3846153846153846,0.5333333333333333,26,0.4994003198294243,0.3333333333333333,0.3999999999999999,9.0,1.0,1.2,1.5,0.6,0.02,0.02,0.3995202558635394,YORI,20251016
352A.T,3,1.2,1.5,0.8,0.02,0.05,0.2413793103448276,0.2666666666666666,29,0.2542401628222524,0.0,0.0,26.0,3.0,1.2,1.5,0.8,0.02,0.05,0.0,YORI,20251016
3692.T,1,1.2,2.0,0.6,0.05,0.02,0.1274509803921568,0.0906976744186046,102,0.0875470036704419,0.2727272727272727,0.225,55.0,1.0,1.2,2.0,0.6,0.05,0.02,0.2247600959616153,YORI,20251016
3697.T,3,1.2,2.0,0.8,0.05,0.05,0.3055555555555556,0.2712328767123287,108,0.2637185125949621,0.2413793103448276,0.1953488372093023,58.0,3.0,1.2,2.0,0.8,0.05,0.05,0.1907055359674312,YORI,20251016
3779.T,1,1.2,1.5,0.8,0.02,0.05,0.2666666666666666,0.32,15,0.2905601860825741,0.25,0.2666666666666666,4.0,1.0,1.2,1.5,0.8,0.02,0.05,0.2663468372423596,YORI,20251016
3803.T,2,1.2,2.0,1.0,0.05,0.05,0.5517241379310345,0.96,29,0.7376741611047889,0.1666666666666666,0.12,6.0,2.0,1.2,2.0,1.0,0.05,0.05,0.1198720511795281,YORI,20251016
3843.T,2,1.2,1.5,1.0,0.05,0.02,0.2777777777777778,0.3076923076923077,36,0.3073232737411842,0.125,0.1333333333333333,24.0,2.0,1.2,1.5,1.0,0.05,0.02,0.1141486445324398,YORI,20251016
3856.T,1,1.2,2.0,0.6,0.02,0.02,0.2586206896551724,0.2142857142857142,58,0.2090791590340608,0.25,0.3,4.0,1.0,1.2,2.0,0.6,0.02,0.02,0.1997867519658803,YORI,20251016
3935.T,5,1.2,2.0,1.0,0.02,0.05,0.3411764705882353,0.3107142857142856,85,0.3103829896612783,0.2641509433962264,0.24,53.0,5.0,1.2,2.0,1.0,0.02,0.05,0.2151549636555634,YORI,20251016
3936.T,3,1.2,1.5,1.0,0.02,0.05,0.1333333333333333,0.1333333333333333,15,0.1229293094964736,0.1428571428571428,0.1999999999999999,7.0,3.0,1.2,1.5,1.0,0.02,0.05,0.1331734186211798,YORI,20251016
3979.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,,YORI,20251016
3997.T,1,1.2,1.5,1.0,0.02,0.05,0.2619047619047619,0.3034482758620689,42,0.2835305041612216,0.5,0.7999999999999999,6.0,1.0,1.2,1.5,1.0,0.02,0.05,0.799040511727079,YORI,20251016
4125.T,1,1.2,2.0,0.8,0.02,0.05,0.6666666666666666,1.2,9,1.1987205117952815,0.2857142857142857,0.24,14.0,1.0,1.2,2.0,0.8,0.02,0.05,0.2397441023590564,YORI,20251016
414A.T,2,1.2,2.0,0.8,0.05,0.05,0.2765957446808511,0.2294117647058823,94,0.2291671566667451,0.2641509433962264,0.2210526315789474,53.0,2.0,1.2,2.0,0.8,0.05,0.05,0.2151549636555634,YORI,20251016
4316.T,5,1.2,1.5,0.8,0.02,0.05,0.1948051948051948,0.2,77,0.1933162528371965,0.1081081081081081,0.0999999999999999,37.0,5.0,1.2,1.5,0.8,0.02,0.05,0.096853395360858,YORI,20251016
4385.T,5,1.2,1.5,1.0,0.02,0.05,0.4239130434782608,0.5886792452830188,92,0.5879732067425676,0.2203389830508474,0.2260869565217391,59.0,5.0,1.2,1.5,1.0,0.02,0.05,0.2258157967924353,YORI,20251016
4420.T,5,1.2,2.0,1.0,0.02,0.05,0.4285714285714285,0.6749999999999999,21,0.4495201919232308,0.5833333333333334,0.8400000000000001,12.0,5.0,1.2,2.0,1.0,0.02,0.05,0.8391043582566976,YORI,20251016
4425.T,1,1.2,1.5,1.0,0.02,0.02,0.391304347826087,0.6,23,0.5136689003959793,0.0,0.0,17.0,1.0,1.2,1.5,1.0,0.02,0.02,0.0,YORI,20251016
4493.T,1,1.2,1.5,0.8,0.02,0.02,0.3086419753086419,0.3636363636363636,81,0.3567145141638745,0.1904761904761904,0.188235294117647,42.0,1.0,1.2,1.5,0.8,0.02,0.02,0.1880095321710774,YORI,20251016
4571.T,1,1.2,1.5,0.6,0.02,0.05,0.2837837837837837,0.3230769230769231,74,0.3166009574767671,0.1538461538461538,0.1454545454545454,13.0,1.0,1.2,1.5,0.6,0.02,0.05,0.145280093041287,YORI,20251016
4586.T,1,1.2,1.5,0.8,0.02,0.02,0.4761904761904761,0.8,21,0.7264004652064353,0.6153846153846154,1.28,13.0,1.0,1.2,1.5,0.8,0.02,0.02,1.2784648187633263,YORI,20251016
4594.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,8,,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,YORI,20251016
4617.T,5,1.2,2.0,0.6,0.02,0.02,0.2666666666666666,0.24,75,0.2179491839627785,0.1666666666666666,0.12,48.0,5.0,1.2,2.0,0.6,0.02,0.02,0.1198720511795281,YORI,20251016
4664.T,1,0.8,2.0,0.6,0.02,0.02,1.0,999.0,1,,0.25,0.1333333333333333,4.0,1.0,0.8,2.0,0.6,0.02,0.02,0.1331467413034786,YORI,20251016
4667.T,5,1.2,1.5,0.8,0.05,0.05,0.2727272727272727,0.3428571428571428,11,0.2996401918976545,0.5,0.7999999999999999,2.0,5.0,1.2,1.5,0.8,0.05,0.05,0.799040511727079,YORI,20251016
4673.T,3,1.2,1.5,0.6,0.02,0.05,0.6666666666666666,1.6,9,1.5980810234541576,0.0,0.0,7.0,3.0,1.2,1.5,0.6,0.02,0.05,0.0,YORI,20251016
5027.T,1,1.2,2.0,1.0,0.02,0.02,0.1904761904761904,0.15,21,0.1410259425641508,0.4285714285714285,0.4499999999999999,21.0,1.0,1.2,2.0,1.0,0.02,0.02,0.4495201919232308,YORI,20251016
5029.T,1,1.2,2.0,0.8,0.02,0.02,0.7142857142857143,1.5,7,1.4984006397441028,0.5,999.0,2.0,1.0,1.2,2.0,0.8,0.02,0.02,0.599360255897641,YORI,20251016
5131.T,2,1.2,2.0,1.0,0.02,0.02,0.4705882352941176,0.5333333333333333,68,0.5327646719090141,0.3469387755102041,0.3290322580645161,49.0,2.0,1.2,2.0,1.0,0.02,0.02,0.3184101359456217,YORI,20251016
5243.T,1,1.2,2.0,0.6,0.02,0.05,0.1327433628318584,0.09375,113,0.0917388146782103,0.25,0.2057142857142856,48.0,1.0,1.2,2.0,0.6,0.02,0.05,0.1997867519658803,YORI,20251016
5256.T,1,1.2,1.5,0.6,0.02,0.02,0.2258064516129032,0.2333333333333333,31,0.2330534825870647,0.1428571428571428,0.1333333333333333,7.0,1.0,1.2,1.5,0.6,0.02,0.02,0.1331734186211798,YORI,20251016
5344.T,2,1.2,2.0,1.0,0.02,0.05,0.2,0.15,75,0.1498400639744102,0.2916666666666667,0.2470588235294117,24.0,2.0,1.2,2.0,1.0,0.02,0.05,0.246795399487264,YORI,20251016
5595.T,1,1.2,2.0,0.6,0.05,0.02,0.2280701754385964,0.1813953488372092,114,0.1770837119697575,0.24,0.1999999999999999,50.0,1.0,1.2,2.0,0.6,0.05,0.02,0.1892716597571497,YORI,20251016
5729.T,5,1.2,2.0,0.6,0.02,0.05,0.3396226415094339,0.3085714285714285,53,0.3082424173187867,0.5294117647058824,0.7714285714285714,17.0,5.0,1.2,2.0,0.6,0.02,0.05,0.6742802878848462,YORI,20251016
5982.T,2,1.2,1.5,1.0,0.02,0.02,0.1666666666666666,0.16,6,0.1598081023454158,0.4,0.5333333333333333,5.0,2.0,1.2,1.5,1.0,0.02,0.02,0.5326936744847194,YORI,20251016
5994.T,2,1.2,1.5,1.0,0.02,0.05,0.2307692307692307,0.3,26,0.2397121535181237,0.3333333333333333,0.3999999999999999,3.0,2.0,1.2,1.5,1.0,0.02,0.05,0.3995202558635394,YORI,20251016
5998.T,1,1.0,2.0,1.0,0.02,0.05,0.3333333333333333,0.3333333333333333,12,0.2497001199520191,0.5555555555555556,0.8333333333333334,9.0,1.0,1.0,2.0,1.0,0.02,0.05,0.624250299880048,YORI,20251016
6022.T,5,1.2,1.5,0.6,0.02,0.05,0.875,5.6000000000000005,8,5.593283582089553,0.0,0.0,1.0,5.0,1.2,1.5,0.6,0.02,0.05,0.0,YORI,20251016
6232.T,5,1.2,1.5,0.6,0.05,0.05,0.2,0.2019417475728155,130,0.1997601279317697,0.1272727272727272,0.1166666666666666,55.0,5.0,1.2,1.5,0.6,0.05,0.05,0.1165267412935323,YORI,20251016
6254.T,5,1.2,2.0,0.6,0.05,0.02,0.1935483870967742,0.1459459459459459,93,0.1438464614154338,0.3265306122448979,0.3,49.0,5.0,1.2,2.0,0.6,0.05,0.02,0.2905989119503713,YORI,20251016
6289.T,2,1.2,2.0,0.8,0.05,0.05,0.2159090909090909,0.1652173913043478,88,0.1650412298848576,0.3170731707317073,0.312,41.0,2.0,1.2,2.0,0.8,0.05,0.05,0.2782744045239047,YORI,20251016
6378.T,3,1.2,1.5,0.6,0.05,0.05,0.2323232323232323,0.2421052631578947,99,0.2418148917068791,0.0701754385964912,0.0615384615384615,57.0,3.0,1.2,1.5,0.6,0.05,0.05,0.0603049442812889,YORI,20251016
6492.T,1,1.2,1.5,0.6,0.02,0.02,0.4444444444444444,0.64,9,0.6392324093816631,0.0,0.0,2.0,1.0,1.2,1.5,0.6,0.02,0.02,0.0,YORI,20251016
6506.T,5,1.2,2.0,1.0,0.05,0.02,0.3603603603603603,0.3478260869565217,111,0.3376677498014878,0.3684210526315789,0.36,57.0,5.0,1.2,2.0,1.0,0.05,0.02,0.3496268159402905,YORI,20251016
6516.T,1,1.2,2.0,0.6,0.05,0.05,0.3478260869565217,0.32,23,0.3196588031454085,0.75,1.7999999999999998,4.0,1.0,1.2,2.0,0.6,0.05,0.05,1.798080767692923,YORI,20251016
6521.T,1,1.2,2.0,0.6,0.05,0.05,0.1176470588235294,0.0813559322033898,68,0.0799147007863521,0.1538461538461538,0.109090909090909,52.0,1.0,1.2,2.0,0.6,0.05,0.05,0.1089745919813892,YORI,20251016
6525.T,5,1.2,2.0,1.0,0.02,0.05,0.3425925925925926,0.3217391304347826,108,0.3123426685663762,0.2,0.1534883720930232,55.0,5.0,1.2,2.0,1.0,0.02,0.05,0.1498400639744102,YORI,20251016
6573.T,1,1.2,2.0,1.0,0.02,0.02,0.5,1.2,8,0.599360255897641,0.0,0.0,0.0,1.0,1.2,2.0,1.0,0.02,0.02,0.0,YORI,20251016
6590.T,3,1.2,1.5,0.6,0.02,0.02,0.2301587301587301,0.2416666666666666,126,0.2388884004132503,0.125,0.1220338983050847,72.0,3.0,1.2,1.5,0.6,0.02,0.02,0.1141486445324398,YORI,20251016
6613.T,1,1.0,1.5,0.8,0.02,0.02,0.4571428571428571,0.5925925925925926,35,0.5606553697677027,0.3,0.2857142857142857,10.0,1.0,1.0,1.5,0.8,0.02,0.02,0.2853335363996345,YORI,20251016
6736.T,5,1.2,1.5,0.6,0.05,0.05,0.217391304347826,0.2222222222222222,92,0.2219556977019663,0.1346153846153846,0.1272727272727273,52.0,5.0,1.2,1.5,0.6,0.05,0.05,0.1242951907131011,YORI,20251016
6786.T,2,1.2,1.5,1.0,0.02,0.02,0.5555555555555556,1.3333333333333333,9,0.9988006396588488,0.3,0.7999999999999999,10.0,2.0,1.2,1.5,1.0,0.02,0.02,0.3424459335973195,YORI,20251016
6814.T,2,1.2,1.5,0.8,0.02,0.02,0.2279411764705882,0.2407766990291261,136,0.2359071987003757,0.3333333333333333,0.42,63.0,2.0,1.2,1.5,0.8,0.02,0.02,0.3995202558635394,YORI,20251016
6836.T,3,1.2,1.5,0.8,0.05,0.02,0.3243243243243243,0.3839999999999999,37,0.3835394456289979,0.0625,0.0533333333333333,32.0,3.0,1.2,1.5,0.8,0.05,0.02,0.0532693674484719,YORI,20251016
6946.T,5,1.2,1.5,0.6,0.05,0.05,0.1603053435114503,0.1541284403669724,131,0.1525440976933514,0.18,0.1756097560975609,50.0,5.0,1.2,1.5,0.6,0.05,0.05,0.1753991367205783,YORI,20251016
6994.T,1,1.0,2.0,0.6,0.05,0.05,0.375,0.3,16,0.299640143942423,0.0833333333333333,0.0625,12.0,1.0,1.0,2.0,0.6,0.05,0.05,0.045400021809458,YORI,20251016
6998.T,2,1.2,1.5,0.6,0.05,0.02,0.25,0.2909090909090909,16,0.2663468372423596,0.0666666666666666,0.08,15.0,2.0,1.2,1.5,0.6,0.05,0.02,0.0570743222662199,YORI,20251016
7345.T,5,0.8,1.5,0.6,0.02,0.02,1.0,999.0,1,,0.5,999.0,2.0,5.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154,YORI,20251016
7351.T,2,1.2,1.5,1.0,0.02,0.05,0.36,0.4499999999999999,25,0.4494602878464819,0.1111111111111111,0.1032258064516129,36.0,2.0,1.2,1.5,1.0,0.02,0.05,0.0998800639658848,YORI,20251016
7367.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,YORI,20251016
7375.T,1,1.2,1.5,0.6,0.05,0.02,0.3333333333333333,0.3999999999999999,12,0.3995202558635394,0.7333333333333333,2.933333333333333,15.0,1.0,1.2,1.5,0.6,0.05,0.02,2.1973614072494665,YORI,20251016
7525.T,3,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,0.1052631578947368,0.0666666666666666,38.0,3.0,0.8,1.5,1.0,0.02,0.02,0.0626489401730841,YORI,20251016
7692.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.5,0.5333333333333333,4.0,1.0,0.8,1.5,0.6,0.02,0.02,0.5325159914712154,YORI,20251016
7711.T,2,1.2,2.0,0.6,0.05,0.02,0.3904761904761905,0.3843749999999999,105,0.3839651639344262,0.1111111111111111,0.075,18.0,2.0,1.2,2.0,0.6,0.05,0.02,0.0749200319872051,YORI,20251016
7735.T,1,1.2,2.0,1.0,0.05,0.05,0.330188679245283,0.3088235294117647,106,0.2954592810763019,0.15,0.110204081632653,60.0,1.0,1.2,2.0,1.0,0.05,0.05,0.1057694569231131,YORI,20251016
7985.T,3,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.6,3,1.5980810234541576,0.2857142857142857,0.5333333333333333,7.0,3.0,1.2,1.5,0.6,0.02,0.02,0.3196162046908316,YORI,20251016
8065.T,5,1.0,2.0,0.6,0.02,0.05,0.32,0.25,25,0.2350118776019004,0.5294117647058824,0.5625,17.0,5.0,1.0,2.0,0.6,0.02,0.05,0.5618252698920433,YORI,20251016
8237.T,2,1.2,2.0,0.6,0.02,0.05,0.275,0.2414634146341463,120,0.2273435453404845,0.0769230769230769,0.05,65.0,2.0,1.2,2.0,0.6,0.02,0.05,0.04994668799147,YORI,20251016
8267.T,3,1.2,2.0,0.6,0.05,0.02,0.1860465116279069,0.1398058252427184,129,0.1369966299194608,0.4,0.4137931034482758,50.0,3.0,1.2,2.0,0.6,0.05,0.02,0.3995735039317606,YORI,20251016
8783.T,1,1.0,2.0,0.6,0.05,0.02,0.1666666666666666,0.1,18,0.0998800479808076,0.1428571428571428,0.0909090909090909,14.0,1.0,1.0,2.0,0.6,0.05,0.02,0.0832333733173397,YORI,20251016
8995.T,1,1.2,1.5,0.8,0.02,0.02,0.3636363636363636,0.5333333333333333,11,0.4565945781297594,0.3333333333333333,0.3999999999999999,18.0,1.0,1.2,1.5,0.8,0.02,0.02,0.3995202558635394,YORI,20251016
9127.T,2,1.2,1.5,0.6,0.02,0.02,0.6,1.2,5,1.1985607675906185,0.0,0.0,2.0,2.0,1.2,1.5,0.6,0.02,0.02,0.0,YORI,20251016
9215.T,3,1.2,2.0,0.6,0.02,0.05,0.2571428571428571,0.2076923076923076,35,0.2074708578107218,0.1428571428571428,0.0999999999999999,7.0,3.0,1.2,2.0,0.6,0.02,0.05,0.0998933759829401,YORI,20251016
9227.T,1,1.2,1.5,0.6,0.05,0.05,0.21875,0.224,64,0.2237313432835821,0.3076923076923077,0.3555555555555555,52.0,1.0,1.2,1.5,0.6,0.05,0.05,0.3551291163231462,YORI,20251016
9369.T,5,1.2,1.5,0.8,0.05,0.02,0.375,0.4909090909090909,72,0.4794243070362473,0.4545454545454545,0.6666666666666666,11.0,5.0,1.2,1.5,0.8,0.05,0.02,0.6658670931058992,YORI,20251016
9704.T,1,0.8,1.5,1.0,0.02,0.02,1.0,999.0,1,,1.0,999.0,1.0,1.0,0.8,1.5,1.0,0.02,0.02,,YORI,20251016
1357.T,2,1.2,2.0,1.0,0.05,0.05,0.29,0.2485714285714285,100,0.2448091186060787,0.2233009708737864,0.1792207792207792,103.0,2.0,1.2,2.0,1.0,0.05,0.05,0.1723160735705718,YORI,20251015
1360.T,3,1.2,2.0,1.0,0.05,0.05,0.3505154639175257,0.3238095238095237,97,0.3234642650876157,0.2448979591836734,0.1945945945945945,98.0,3.0,1.2,2.0,1.0,0.05,0.05,0.1943871100208565,YORI,20251015
137A.T,1,1.2,2.0,0.8,0.02,0.02,0.8,2.4,5,2.3974410235905648,0.3529411764705882,0.36,17.0,1.0,1.2,2.0,0.8,0.02,0.02,0.3269237759441679,YORI,20251015
138A.T,3,1.2,1.5,1.0,0.02,0.02,0.25,0.2666666666666666,4,0.2663468372423596,0.0769230769230769,0.0727272727272727,26.0,3.0,1.2,1.5,1.0,0.02,0.02,0.0665867093105899,YORI,20251015
1407.T,5,1.2,2.0,0.6,0.05,0.05,0.2916666666666667,0.2507462686567164,96,0.246795399487264,0.3548387096774194,0.3341772151898734,124.0,5.0,1.2,2.0,0.6,0.05,0.05,0.3296481407437026,YORI,20251015
1459.T,1,1.2,1.5,1.0,0.02,0.02,0.5,0.7999999999999999,12,0.799040511727079,0.1428571428571428,0.1538461538461538,35.0,1.0,1.2,1.5,1.0,0.02,0.02,0.1331734186211798,YORI,20251015
1466.T,1,1.2,1.5,0.6,0.02,0.02,0.6666666666666666,1.6,3,1.5980810234541576,0.3333333333333333,0.3999999999999999,6.0,1.0,1.2,1.5,0.6,0.02,0.02,0.3995202558635394,YORI,20251015
1542.T,5,1.2,2.0,1.0,0.05,0.05,0.5942028985507246,0.946153846153846,69,0.8776346604215456,0.4782608695652174,0.5739130434782609,92.0,5.0,1.2,2.0,1.0,0.05,0.05,0.549413567906171,YORI,20251015
1691.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,4.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,YORI,20251015
181A.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0,YORI,20251015
1960.T,1,1.2,1.5,0.6,0.02,0.02,0.5,0.7999999999999999,2,0.799040511727079,0.0,0.0,3.0,1.0,1.2,1.5,0.6,0.02,0.02,0.0,YORI,20251015
2032.T,3,0.8,1.5,0.6,0.02,0.05,1.0,999.0,1,,0.0,0.0,3.0,3.0,0.8,1.5,0.6,0.02,0.05,0.0,YORI,20251015
2034.T,1,0.8,1.5,0.6,0.02,0.02,1.0,999.0,2,,0.6,0.8000000000000002,5.0,1.0,0.8,1.5,0.6,0.02,0.02,0.7987739872068231,YORI,20251015
205A.T,5,1.0,1.5,0.6,0.02,0.05,0.6666666666666666,1.3333333333333333,3,1.331556503198294,0.3333333333333333,0.3333333333333333,18.0,5.0,1.0,1.5,0.6,0.02,0.05,0.3328891257995734,YORI,20251015
215A.T,1,1.2,1.5,1.0,0.05,0.02,0.2,0.2042553191489361,60,0.1997601279317697,0.110091743119266,0.0989690721649484,109.0,1.0,1.2,1.5,1.0,0.05,0.02,0.0988503725847932,YORI,20251015
2334.T,3,1.2,1.5,0.8,0.05,0.02,0.3333333333333333,0.4121212121212121,51,0.3995202558635394,0.1511627906976744,0.1529411764705882,86.0,3.0,1.2,1.5,0.8,0.05,0.02,0.1422948856500277,YORI,20251015
276A.T,1,1.0,1.5,0.8,0.05,0.05,0.3571428571428571,0.3703703703703703,28,0.3698768064439707,0.217391304347826,0.1923076923076923,69.0,1.0,1.0,1.5,0.8,0.05,0.05,0.1849384032219853,YORI,20251015
2791.T,1,1.2,1.5,0.8,0.02,0.02,0.4285714285714285,0.7999999999999999,7,0.5992803837953092,0.2580645161290322,0.3368421052631579,31.0,1.0,1.2,1.5,0.8,0.02,0.02,0.2779271345137665,YORI,20251015
2867.T,3,1.2,1.5,0.6,0.02,0.05,0.2,0.2666666666666666,5,0.1997601279317697,0.7142857142857143,2.0,7.0,3.0,1.2,1.5,0.6,0.02,0.05,1.9976012793176976,YORI,20251015
2872.T,1,0.8,1.5,0.6,0.02,0.02,0.0,0.0,2,0.0,0.125,0.1333333333333333,8.0,1.0,0.8,1.5,0.6,0.02,0.02,0.0760737130673164,YORI,20251015
2901.T,3,1.2,1.5,0.8,0.05,0.02,0.3636363636363636,0.4571428571428571,22,0.4565945781297594,0.2195121951219512,0.232258064516129,41.0,3.0,1.2,1.5,0.8,0.05,0.02,0.2247301439232409,YORI,20251015
2936.T,1,1.2,1.5,0.8,0.02,0.02,0.5384615384615384,0.9333333333333332,13,0.9322139303482588,0.2962962962962963,0.3764705882352941,27.0,1.0,1.2,1.5,0.8,0.02,0.02,0.3364381102008754,YORI,20251015
2962.T,5,1.2,1.5,0.8,0.05,0.05,0.2884615384615384,0.3243243243243243,52,0.323935342592059,0.3296703296703296,0.3934426229508196,91.0,5.0,1.2,1.5,0.8,0.05,0.05,0.3929707434723339,YORI,20251015
3189.T,1,1.2,1.5,1.0,0.05,0.05,0.3125,0.4210526315789473,32,0.3632002326032177,0.2142857142857142,0.2285714285714285,28.0,1.0,1.2,1.5,1.0,0.05,0.05,0.2179201395619306,YORI,20251015
